student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,14:01,12:54,"[5, 19, 3, 9, 4]","[16, 15, 13, 7]"
2,13:39,14:02,"[4, 16, 1, 13, 14, 20]","[1, 15, 9, 8, 19]"
3,14:50,13:22,"[4, 11, 1, 18, 13, 7]","[14, 1, 17, 8, 15, 16]"
4,14:45,11:44,"[18, 8, 12, 15, 10, 1]","[14, 18, 4, 6, 10]"
5,11:15,15:07,"[4, 11, 17, 14, 7]","[10, 19, 16, 17]"
6,12:24,14:08,"[13, 19, 2, 16, 8]","[13, 14, 6, 12]"
7,13:53,11:30,"[18, 12, 3, 15, 17, 4]","[6, 17, 13]"
8,17:11,17:05,"[12, 16, 1, 2, 10, 20]","[19, 13, 6, 17]"
9,17:31,12:07,"[8, 1, 7, 18, 13]","[17, 12, 19, 15]"
10,12:29,11:52,"[9, 18, 20, 1, 13, 17]","[5, 17, 18, 7, 14, 2]"
11,11:09,12:21,"[16, 12, 19]","[18, 7, 17]"
12,14:35,12:28,"[14, 16, 12, 1, 18]","[18, 20, 11, 15]"
13,16:52,13:24,"[20, 1, 8]","[6, 18, 19]"
14,16:42,11:23,"[6, 3, 18, 9, 2, 1]","[15, 1, 9, 8, 4, 20]"
15,14:11,14:54,"[6, 12, 10, 3, 9, 17]","[6, 9, 10]"
16,15:54,12:31,"[15, 11, 16, 4, 1, 10]","[13, 11, 14, 7, 9]"
17,14:37,13:53,"[4, 9, 17]","[7, 20, 14, 1]"
18,17:32,13:33,"[8, 1, 13, 5]","[2, 6, 15, 17, 14]"
19,13:35,13:33,"[18, 8, 17, 15]","[8, 17, 1]"
20,11:23,13:07,"[13, 19, 11, 14, 2, 10]","[5, 7, 2]"
21,15:16,14:45,"[10, 3, 6]","[14, 19, 9, 5]"
22,13:01,17:15,"[1, 18, 2, 19, 7]","[19, 15, 6]"
23,13:13,13:12,"[20, 17, 2, 13, 7, 12]","[4, 7, 19, 14, 16]"
24,16:16,16:48,"[4, 13, 10]","[17, 16, 1, 11, 20]"
25,15:34,15:14,"[13, 10, 1, 6, 7]","[11, 19, 5, 14, 7, 9]"
26,13:52,14:44,"[4, 13, 18, 12, 16, 8]","[3, 2, 5, 6]"
27,11:05,16:59,"[6, 18, 7, 9, 11, 20]","[17, 9, 12, 11, 4]"
28,16:16,16:35,"[10, 8, 20, 16, 5]","[19, 18, 4, 11, 2, 14]"
29,13:19,15:58,"[3, 13, 5, 11]","[4, 20, 19, 13, 3, 18]"
30,14:33,16:02,"[8, 19, 3, 9]","[12, 10, 19, 18]"
31,16:36,16:55,"[4, 15, 9, 2, 10, 1]","[20, 1, 3, 14, 4]"
32,13:18,16:44,"[2, 7, 8, 19]","[14, 6, 4, 15, 8]"
33,16:21,15:12,"[6, 4, 14, 13, 18, 10]","[18, 9, 16, 11]"
34,12:12,17:01,"[4, 7, 11, 2]","[1, 10, 20, 11]"
35,12:05,17:01,"[15, 13, 11]","[13, 3, 11, 20]"
36,11:10,14:33,"[15, 4, 9]","[7, 20, 18, 16, 12, 9]"
37,11:10,13:38,"[6, 18, 7, 10, 8, 12]","[3, 9, 15]"
38,12:45,17:24,"[3, 19, 11, 8, 13]","[10, 2, 11, 6, 19, 8]"
39,15:47,16:52,"[11, 4, 18]","[20, 19, 3, 8, 1]"
40,15:41,16:52,"[8, 13, 3]","[9, 18, 3, 1]"
41,15:33,14:54,"[1, 10, 12]","[16, 5, 4, 17]"
42,17:14,13:03,"[11, 3, 17]","[6, 5, 11, 10, 4]"
43,13:53,15:54,"[17, 20, 10, 5, 7]","[5, 18, 2]"
44,14:11,17:02,"[11, 20, 18, 7, 6]","[10, 14, 18]"
45,13:50,11:29,"[6, 2, 8, 9]","[3, 15, 14, 18]"
46,15:32,13:13,"[9, 18, 15, 1, 13, 11]","[6, 9, 16]"
47,16:47,12:54,"[1, 14, 19, 2, 12]","[19, 5, 9, 13]"
48,15:44,16:26,"[19, 13, 6, 20, 3]","[8, 16, 1, 6, 17, 11]"
49,13:45,17:31,"[17, 15, 8]","[8, 11, 16, 14]"
50,12:09,17:38,"[11, 18, 20, 9, 8, 2]","[3, 17, 12, 6]"
51,13:09,15:52,"[17, 7, 10, 18, 12]","[6, 15, 20, 3]"
52,12:46,11:16,"[4, 20, 17]","[19, 13, 6, 5, 9]"
53,16:00,13:50,"[14, 7, 19]","[2, 16, 13, 12]"
54,13:43,13:51,"[13, 17, 6, 18, 2, 3]","[9, 4, 3]"
55,16:10,11:19,"[5, 20, 3, 15]","[8, 13, 14]"
56,14:41,12:02,"[13, 6, 11, 15, 5, 20]","[16, 7, 4, 14, 20, 18]"
57,13:00,15:41,"[14, 4, 10]","[9, 8, 13, 18]"
58,12:15,15:01,"[1, 7, 17, 15, 19, 20]","[8, 9, 7]"
59,11:48,13:48,"[6, 10, 5]","[18, 7, 9]"
60,11:48,13:03,"[10, 19, 9, 15]","[6, 18, 12, 16, 14, 4]"
61,12:50,14:19,"[7, 19, 13, 10, 4, 1]","[4, 19, 1, 18, 10, 5]"
62,11:18,13:23,"[3, 17, 12, 19, 10, 14]","[17, 12, 11, 1, 4, 15]"
63,14:50,13:38,"[15, 12, 10]","[18, 13, 11, 19]"
64,17:32,15:39,"[16, 4, 13, 7]","[18, 1, 9]"
65,13:16,15:44,"[20, 17, 7, 15, 14, 10]","[6, 15, 20, 17, 7]"
66,13:33,14:48,"[12, 17, 1, 13]","[19, 14, 13]"
67,16:45,15:40,"[11, 20, 19, 3]","[16, 8, 10, 1, 14, 5]"
68,13:52,13:44,"[13, 9, 6]","[3, 20, 1, 12, 9, 14]"
69,13:50,13:19,"[18, 10, 5]","[15, 9, 16, 6, 17]"
70,13:19,14:47,"[2, 9, 17]","[4, 19, 14, 3]"
71,11:42,15:13,"[12, 3, 15, 1]","[6, 17, 3, 13, 9, 20]"
72,14:46,11:44,"[10, 7, 17, 8, 11, 9]","[3, 17, 12, 15, 18, 2]"
73,12:18,12:59,"[6, 10, 18, 9, 12, 20]","[8, 13, 18, 6, 16, 9]"
74,17:00,11:33,"[20, 11, 8, 9, 1, 13]","[11, 14, 8, 9]"
75,12:55,11:01,"[7, 3, 6, 19]","[15, 19, 5, 20, 9, 17]"
76,16:40,11:53,"[6, 5, 15, 12, 10, 13]","[8, 4, 7]"
77,16:35,13:34,"[10, 3, 4, 8]","[13, 11, 16, 4, 6, 2]"
78,16:50,12:01,"[2, 20, 1, 7, 16]","[17, 20, 15, 11]"
79,12:17,13:52,"[9, 4, 20, 6, 8, 13]","[8, 16, 15, 13]"
80,14:57,17:12,"[6, 8, 10]","[15, 18, 19]"
81,13:01,14:39,"[13, 7, 15, 9, 11, 16]","[19, 4, 7, 3, 2]"
82,12:51,11:54,"[1, 16, 11, 13]","[19, 10, 7]"
83,11:10,11:58,"[13, 6, 5, 1, 18, 2]","[19, 13, 9, 5, 3, 15]"
84,17:35,15:16,"[10, 1, 2, 18, 17, 5]","[2, 9, 4, 14, 3]"
85,12:48,16:31,"[7, 1, 16, 5]","[9, 7, 15, 13]"
86,14:12,17:18,"[11, 9, 8, 2, 19]","[19, 6, 12]"
87,16:20,17:32,"[14, 20, 18, 17]","[2, 12, 18, 14, 7]"
88,12:23,16:10,"[18, 14, 3, 9]","[20, 3, 9, 6]"
89,15:22,11:29,"[4, 5, 2, 7]","[14, 2, 3, 17, 16]"
90,12:58,17:27,"[17, 12, 4, 11, 2, 5]","[18, 2, 15, 5, 13]"
91,16:34,13:32,"[15, 1, 17, 9]","[3, 9, 11, 10, 2, 13]"
92,13:49,16:05,"[2, 9, 11]","[5, 9, 13, 4, 10, 14]"
93,11:27,13:35,"[8, 17, 18, 7, 11]","[11, 17, 13]"
94,14:06,13:44,"[19, 16, 4, 5, 15, 17]","[18, 19, 17, 1]"
95,12:48,15:35,"[10, 6, 7, 12]","[13, 17, 11]"
96,15:01,16:16,"[4, 14, 12, 5, 19]","[3, 2, 10, 18, 11, 14]"
97,16:25,11:23,"[10, 11, 12, 9]","[11, 17, 1]"
98,12:44,14:24,"[17, 4, 5]","[11, 19, 3]"
99,16:09,15:58,"[15, 9, 16, 12, 13, 3]","[19, 2, 5, 17, 16, 9]"
100,17:16,14:46,"[8, 19, 11, 12]","[12, 13, 10]"
101,15:35,13:02,"[15, 20, 11]","[18, 17, 6, 1]"
102,15:09,16:28,"[5, 9, 8]","[19, 5, 4, 6]"
103,17:30,17:13,"[14, 20, 2, 4, 18]","[9, 4, 7, 3, 19]"
104,13:08,14:38,"[17, 3, 7, 6]","[17, 14, 1, 19]"
105,14:05,11:42,"[12, 16, 10]","[8, 7, 20]"
106,11:04,16:13,"[16, 8, 14, 15, 12]","[18, 7, 16]"
107,13:15,15:54,"[3, 9, 14, 7, 1, 18]","[13, 17, 16, 3, 20, 19]"
108,17:31,12:37,"[19, 14, 2, 12, 15, 1]","[7, 10, 1, 18]"
109,15:32,15:06,"[4, 10, 17, 11, 18, 19]","[18, 10, 17]"
110,13:45,12:08,"[14, 18, 17]","[14, 20, 19, 10, 15, 5]"
111,13:29,11:51,"[17, 15, 19, 5, 18, 6]","[9, 1, 14, 19, 2]"
112,15:50,12:21,"[12, 14, 13, 10, 1, 3]","[3, 1, 13]"
113,16:25,11:19,"[9, 15, 12, 16, 11]","[13, 15, 4]"
114,13:05,16:14,"[16, 12, 5, 14]","[5, 1, 6]"
115,11:21,12:48,"[9, 12, 5]","[19, 10, 14]"
116,15:58,16:14,"[9, 17, 10, 14, 11]","[16, 7, 13, 14]"
117,14:13,17:29,"[3, 5, 7]","[5, 8, 1, 4, 9]"
118,16:17,14:50,"[5, 16, 4, 13, 6]","[1, 3, 14, 20]"
119,15:10,14:35,"[2, 18, 7, 14, 12, 4]","[18, 14, 4, 9]"
120,15:49,13:45,"[9, 6, 16, 2, 7]","[3, 13, 4]"
121,11:55,16:53,"[15, 10, 17, 16, 13]","[4, 20, 16]"
122,14:13,16:47,"[4, 5, 13, 20]","[7, 6, 17, 9, 14, 18]"
123,12:53,15:01,"[10, 16, 18]","[7, 20, 11, 16]"
124,13:54,16:26,"[4, 1, 12, 9, 2, 18]","[15, 10, 4, 8, 17]"
125,16:42,14:25,"[9, 8, 14, 5]","[5, 9, 7]"
126,15:18,11:24,"[14, 18, 20, 2, 17, 5]","[14, 9, 16]"
127,12:34,12:41,"[10, 9, 16, 7, 12]","[20, 16, 8]"
128,11:39,17:06,"[11, 6, 20, 19]","[15, 18, 5]"
129,13:59,13:46,"[2, 17, 11, 5]","[7, 11, 20, 16]"
130,11:16,15:43,"[16, 11, 4, 5, 9]","[8, 3, 18, 2]"
131,16:03,16:59,"[19, 6, 4]","[8, 19, 7]"
132,17:33,11:29,"[17, 19, 10]","[14, 11, 1, 10]"
133,13:12,12:26,"[20, 8, 3]","[8, 9, 11, 20, 17]"
134,15:47,13:46,"[13, 1, 4, 11]","[12, 5, 4, 9, 19]"
135,17:14,14:26,"[2, 12, 3, 4, 10]","[11, 8, 9, 17, 2]"
136,11:09,11:50,"[12, 1, 3, 5, 13]","[12, 8, 4, 11, 9]"
137,15:25,11:16,"[1, 17, 11, 4]","[12, 5, 20, 9, 13]"
138,16:07,11:21,"[3, 19, 20]","[17, 16, 19, 14]"
139,11:24,12:21,"[18, 13, 10, 8, 5, 2]","[20, 17, 4, 6, 8]"
140,13:28,11:51,"[7, 14, 9, 18, 1]","[9, 18, 17]"
141,15:43,12:01,"[9, 16, 5]","[13, 4, 12]"
142,13:33,17:34,"[3, 18, 12, 17]","[19, 1, 20, 10, 15]"
143,15:21,16:40,"[5, 3, 19, 7, 16]","[11, 12, 10]"
144,11:08,14:29,"[6, 5, 13, 15]","[13, 4, 20]"
145,14:21,13:24,"[5, 9, 10, 20]","[1, 18, 5, 13]"
146,15:12,16:45,"[18, 4, 15, 1]","[14, 20, 9]"
147,12:11,16:24,"[12, 14, 13, 20]","[15, 2, 4, 16, 1]"
148,14:15,16:10,"[2, 4, 19, 5, 17]","[17, 12, 18, 9, 19, 16]"
149,17:00,11:55,"[8, 20, 4, 18, 12]","[6, 4, 2, 11, 14, 12]"
150,11:11,11:16,"[9, 2, 20]","[14, 13, 12, 10, 11, 15]"
151,11:38,12:31,"[8, 20, 17]","[5, 2, 11]"
152,15:27,17:07,"[4, 17, 6, 18]","[16, 11, 4, 19]"
153,14:57,16:07,"[1, 16, 7, 13, 6, 8]","[4, 8, 11, 15, 16]"
154,16:47,17:18,"[12, 16, 7, 14, 15]","[13, 18, 4, 19, 16, 9]"
155,12:50,17:35,"[5, 1, 13, 14]","[4, 1, 3, 6, 15]"
156,12:32,16:41,"[13, 17, 10]","[5, 17, 4]"
157,17:08,17:04,"[9, 1, 15, 13, 8]","[18, 13, 1, 8, 14, 6]"
158,13:11,16:02,"[6, 11, 8, 3, 18, 13]","[19, 1, 17, 7, 14]"
159,14:52,13:57,"[8, 2, 17, 7]","[17, 20, 18, 3, 8, 13]"
160,11:56,12:49,"[15, 4, 19, 2, 13, 3]","[18, 4, 16]"
161,15:52,16:47,"[2, 17, 8, 1, 10]","[15, 9, 14, 6]"
162,17:17,15:39,"[20, 5, 18, 11, 15, 17]","[14, 18, 6, 13, 7, 16]"
163,15:55,14:37,"[9, 12, 5, 19]","[9, 6, 20, 3, 12]"
164,13:07,13:02,"[11, 5, 9, 12, 13, 19]","[15, 1, 5, 9]"
165,15:46,15:08,"[8, 7, 3, 19]","[18, 20, 7, 14]"
166,16:27,12:25,"[8, 19, 5, 18, 15, 13]","[7, 3, 5]"
167,17:17,13:01,"[2, 1, 13, 14, 5, 19]","[20, 5, 18, 3]"
168,12:29,12:29,"[8, 13, 5]","[10, 7, 13, 12, 6, 8]"
169,15:56,15:10,"[10, 5, 12, 16, 18]","[10, 3, 17]"
170,13:45,15:51,"[10, 7, 15]","[1, 10, 20, 19]"
171,15:12,16:21,"[4, 20, 12]","[15, 9, 20]"
172,14:36,17:22,"[2, 11, 6]","[5, 4, 14]"
173,12:20,17:09,"[19, 8, 7, 17, 13, 4]","[7, 13, 17, 5]"
174,14:12,15:37,"[19, 9, 1, 4]","[7, 19, 13, 16]"
175,13:49,11:17,"[18, 20, 8]","[9, 2, 6, 18, 17, 8]"
176,13:22,17:25,"[14, 9, 13]","[9, 16, 4, 5]"
177,14:48,14:16,"[6, 18, 1, 15, 2]","[16, 7, 13, 18, 11]"
178,14:06,13:08,"[8, 4, 3, 2]","[14, 15, 7, 6, 20]"
179,15:49,16:48,"[17, 7, 13]","[17, 12, 7, 8, 19]"
180,15:03,11:18,"[3, 11, 2]","[15, 2, 20]"
181,16:25,11:39,"[6, 5, 10, 16, 2]","[19, 17, 3, 13, 10, 9]"
182,14:03,14:37,"[12, 16, 2]","[18, 16, 1, 14]"
183,11:48,14:37,"[10, 19, 11]","[5, 20, 19, 18]"
184,12:51,15:00,"[9, 3, 20]","[12, 14, 13, 17]"
185,11:39,13:04,"[1, 19, 4, 2]","[19, 17, 1, 4, 11, 12]"
186,13:00,15:29,"[18, 2, 12, 19, 3]","[16, 3, 18, 15, 11, 17]"
187,12:38,13:26,"[18, 1, 6, 11, 12, 7]","[5, 19, 4, 13]"
188,16:04,16:35,"[11, 17, 14, 12, 9, 20]","[12, 2, 3, 8, 9]"
189,12:22,11:17,"[13, 18, 10]","[19, 20, 3, 6]"
190,14:37,13:44,"[9, 14, 3, 5]","[10, 18, 9, 8, 7, 4]"
191,11:57,14:37,"[9, 16, 2, 17, 10]","[7, 18, 3, 11]"
192,11:20,13:50,"[11, 10, 17]","[5, 2, 15, 12, 1, 11]"
