student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,11:07,15:26,"[1, 2, 8, 12, 19, 20]","[10, 11, 13, 14, 16, 17]"
2,13:11,16:21,"[1, 6, 12, 17, 20]","[4, 13, 16, 18, 19]"
3,15:18,12:15,"[5, 9, 19, 20]","[5, 13, 18, 19]"
4,16:01,14:37,"[6, 14, 17]","[12, 14, 19]"
5,11:49,15:03,"[8, 9, 17, 19]","[1, 7, 13, 14, 15]"
6,15:29,17:04,"[1, 2, 11, 13, 15, 20]","[2, 15, 17]"
7,12:07,17:01,"[1, 10, 15, 18, 19]","[1, 10, 12, 20]"
8,13:21,14:00,"[1, 2, 5, 6, 9, 16]","[1, 6, 8, 9, 14]"
9,12:00,15:54,"[2, 4, 5, 9, 19]","[2, 5, 7, 8, 11, 19]"
10,14:44,11:48,"[6, 18, 19]","[1, 3, 4, 6, 15, 18]"
11,12:46,12:55,"[6, 15, 18]","[6, 13, 14, 17, 18, 20]"
12,17:25,17:32,"[8, 13, 14]","[1, 2, 4, 5, 8, 15]"
13,15:29,13:55,"[1, 4, 9, 19, 20]","[7, 11, 12, 13, 16, 18]"
14,12:42,12:48,"[6, 7, 11, 12, 13, 14]","[1, 16, 17, 19]"
15,11:04,11:15,"[1, 3, 4, 9, 13, 14]","[1, 2, 3, 6, 15, 17]"
16,14:00,11:05,"[1, 2, 6, 7, 8, 12]","[1, 2, 8, 13, 18]"
17,14:16,15:20,"[6, 10, 16, 17, 19]","[1, 2, 5, 7, 9, 16]"
18,11:28,16:18,"[5, 6, 15, 18, 20]","[4, 10, 15, 18]"
19,14:59,14:31,"[6, 9, 11, 15]","[4, 12, 19]"
20,16:45,12:50,"[2, 5, 7, 8, 12, 15]","[6, 8, 9]"
21,13:46,16:37,"[12, 18, 19]","[6, 8, 10, 17]"
22,12:26,16:34,"[8, 11, 16]","[6, 7, 8, 10]"
23,12:43,15:56,"[6, 7, 13, 16, 17, 19]","[1, 10, 12, 14]"
24,12:39,16:48,"[4, 9, 11, 13]","[4, 5, 9, 13, 15]"
25,17:29,16:29,"[5, 10, 11, 20]","[3, 10, 11, 12]"
26,11:13,15:47,"[3, 4, 7, 18]","[5, 14, 16, 18]"
