student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,11:14,14:01,"[1, 9, 12, 15, 17, 20]","[2, 6, 8]"
2,11:11,12:54,"[4, 8, 12, 13, 16, 18]","[4, 8, 19]"
3,13:01,16:13,"[1, 6, 7, 9, 14]","[3, 5, 6, 13]"
4,11:10,17:37,"[5, 15, 20]","[1, 5, 6, 7]"
5,15:59,14:46,"[6, 7, 10, 11, 18]","[1, 6, 7, 10, 12, 13]"
6,12:29,16:21,"[3, 5, 6, 9, 11, 14]","[1, 10, 19, 20]"
7,11:55,11:07,"[3, 10, 11, 12, 20]","[2, 6, 9, 10, 11, 16]"
8,16:34,13:41,"[1, 12, 13]","[1, 12, 13, 14, 18]"
9,17:36,15:05,"[1, 2, 6, 15, 19]","[4, 7, 8, 15, 20]"
10,17:22,11:18,"[9, 12, 15, 17]","[4, 10, 12, 19]"
11,14:45,11:21,"[2, 3, 7, 14]","[5, 11, 12, 17, 20]"
12,12:26,11:54,"[3, 9, 10, 11, 18]","[3, 5, 6, 10, 11]"
13,16:30,17:10,"[2, 3, 6, 10, 16]","[2, 8, 12, 13, 18, 20]"
14,13:40,16:32,"[2, 5, 9, 14, 15, 16]","[5, 7, 11]"
15,12:47,14:57,"[5, 14, 19]","[2, 4, 5, 6, 12, 14]"
16,14:09,11:25,"[5, 6, 10, 14, 15, 20]","[9, 10, 11, 15, 16, 17]"
17,14:11,16:56,"[4, 5, 13, 16]","[6, 13, 18]"
18,16:36,14:02,"[3, 6, 9, 11, 16, 17]","[3, 12, 17, 18]"
19,14:10,13:25,"[2, 9, 10, 12, 18, 19]","[9, 10, 11, 16]"
20,14:59,13:20,"[1, 6, 16, 19]","[9, 11, 18]"
21,15:01,13:31,"[9, 10, 12, 15, 17]","[9, 12, 14]"
22,12:33,16:28,"[6, 12, 15]","[11, 12, 17]"
23,15:10,14:19,"[5, 6, 7, 12, 16, 17]","[3, 6, 10, 14, 20]"
24,13:06,15:58,"[14, 17, 19]","[1, 9, 10, 18, 20]"
25,13:58,13:30,"[6, 7, 19]","[6, 8, 15, 20]"
26,11:42,15:15,"[2, 6, 16]","[2, 4, 5, 6, 8]"
27,13:25,16:23,"[2, 6, 7, 11, 16, 18]","[3, 12, 13, 14, 15, 20]"
28,14:21,16:27,"[1, 7, 8, 12, 13, 19]","[4, 9, 12, 14, 18]"
29,11:33,14:47,"[2, 18, 20]","[4, 10, 17, 18]"
30,12:08,14:53,"[10, 11, 19]","[5, 12, 14, 19]"
31,11:39,14:58,"[5, 12, 15, 18]","[6, 13, 20]"
32,15:27,13:51,"[7, 16, 19]","[3, 5, 20]"
33,12:02,11:56,"[1, 12, 13]","[4, 5, 11, 18, 19, 20]"
34,13:42,17:06,"[8, 11, 13, 14, 19]","[6, 9, 10, 13, 16, 20]"
35,13:41,16:02,"[9, 10, 14, 16]","[1, 10, 11]"
36,12:47,11:43,"[1, 4, 5, 10, 16, 20]","[2, 5, 8, 10, 13, 15]"
37,14:14,13:39,"[1, 8, 9, 16, 18]","[2, 5, 8, 9, 10, 16]"
38,17:14,14:04,"[10, 16, 20]","[1, 4, 16, 17, 20]"
39,16:48,13:34,"[5, 10, 11, 18]","[1, 10, 15, 17, 20]"
40,15:14,12:33,"[2, 5, 12, 19]","[1, 9, 18]"
41,17:20,16:56,"[4, 15, 18]","[1, 7, 14, 16, 19, 20]"
