Day,Time,Event,len(Queue)
1,11:03,Student 89 arrives Art Fair,NA
1,11:05,Student 16 arrives Art Fair,NA
1,11:05,Student 32 arrives Art Fair,NA
1,11:05,Student 89 arrives at booth 3,1
1,11:07,Student 32 arrives at booth 3,1
1,11:08,Student 88 arrives Art Fair,NA
1,11:10,Student 16 arrives at booth 9,1
1,11:10,Student 17 arrives Art Fair,NA
1,11:10,Student 62 arrives Art Fair,NA
1,11:11,Student 88 arrives at booth 6,1
1,11:12,Student 94 arrives Art Fair,NA
1,11:12,Student 16 departs at booth 9,0
1,11:12,Student 16 arrives at booth 10,1
1,11:13,Student 17 arrives at booth 5,1
1,11:13,Student 62 arrives at booth 6,1
1,11:13,Student 94 arrives at booth 1,1
1,11:13,Student 88 departs at booth 6,1
1,11:14,Student 22 arrives Art Fair,NA
1,11:14,Student 94 departs at booth 1,0
1,11:15,Student 22 arrives at booth 1,1
1,11:15,Student 28 arrives Art Fair,NA
1,11:15,Student 94 arrives at booth 4,1
1,11:15,Student 89 departs at booth 3,1
1,11:15,Student 62 departs at booth 6,0
1,11:16,Student 62 arrives at booth 7,1
1,11:16,Student 88 arrives at booth 11,1
1,11:16,Student 89 arrives at booth 6,1
1,11:16,Student 22 departs at booth 1,0
1,11:17,Student 28 arrives at booth 4,1
1,11:18,Student 94 departs at booth 4,1
1,11:18,Student 17 departs at booth 5,0
1,11:18,Student 89 departs at booth 6,0
1,11:19,Student 94 arrives at booth 5,1
1,11:20,Student 17 arrives at booth 10,1
1,11:20,Student 62 departs at booth 7,0
1,11:20,Student 62 arrives at booth 8,1
1,11:21,Student 22 arrives at booth 11,1
1,11:21,Student 28 departs at booth 4,0
1,11:22,Student 28 arrives at booth 5,1
1,11:22,Student 62 departs at booth 8,0
1,11:22,Student 16 departs at booth 10,1
1,11:22,Student 88 departs at booth 11,1
1,11:24,Student 94 departs at booth 5,1
1,11:25,Student 16 arrives at booth 16,1
1,11:25,Student 88 arrives at booth 18,1
1,11:25,Student 89 arrives at booth 19,1
1,11:25,Student 32 departs at booth 3,0
1,11:26,Student 62 arrives at booth 15,1
1,11:26,Student 94 arrives at booth 10,1
1,11:27,Student 32 arrives at booth 7,1
1,11:27,Student 89 departs at booth 19,0
1,11:28,Student 89 departs Art Fair,NA
1,11:28,Student 22 departs at booth 11,0
1,11:28,Student 16 departs at booth 16,0
1,11:28,Student 22 arrives at booth 12,1
1,11:29,Student 27 arrives Art Fair,NA
1,11:29,Student 36 arrives Art Fair,NA
1,11:29,Student 67 arrives Art Fair,NA
1,11:29,Student 28 departs at booth 5,0
1,11:29,Student 22 departs at booth 12,0
1,11:30,Student 27 arrives at booth 1,1
1,11:30,Student 67 arrives at booth 2,1
1,11:31,Student 16 departs Art Fair,NA
1,11:31,Student 36 arrives at booth 4,1
1,11:31,Student 27 departs at booth 1,0
1,11:31,Student 32 departs at booth 7,0
1,11:31,Student 32 arrives at booth 8,1
1,11:32,Student 27 arrives at booth 3,1
1,11:32,Student 17 departs at booth 10,1
1,11:33,Student 17 arrives at booth 12,1
1,11:33,Student 22 arrives at booth 20,1
1,11:33,Student 32 departs at booth 8,0
1,11:33,Student 62 departs at booth 15,0
1,11:34,Student 28 arrives at booth 15,1
1,11:34,Student 67 departs at booth 2,0
1,11:34,Student 36 departs at booth 4,0
1,11:34,Student 17 departs at booth 12,0
1,11:34,Student 22 departs at booth 20,0
1,11:35,Student 22 departs Art Fair,NA
1,11:35,Student 88 departs at booth 18,0
1,11:36,Student 36 arrives at booth 7,1
1,11:36,Student 62 departs Art Fair,NA
1,11:36,Student 67 arrives at booth 6,1
1,11:37,Student 32 departs Art Fair,NA
1,11:37,Student 88 departs Art Fair,NA
1,11:38,Student 67 departs at booth 6,0
1,11:39,Student 17 departs Art Fair,NA
1,11:39,Student 67 arrives at booth 8,1
1,11:40,Student 36 departs at booth 7,0
1,11:40,Student 36 arrives at booth 8,1
1,11:41,Student 67 departs at booth 8,1
1,11:41,Student 28 departs at booth 15,0
1,11:42,Student 28 arrives at booth 18,1
1,11:42,Student 27 departs at booth 3,0
1,11:42,Student 94 departs at booth 10,0
1,11:43,Student 27 arrives at booth 6,1
1,11:43,Student 67 arrives at booth 11,1
1,11:43,Student 36 departs at booth 8,0
1,11:44,Student 36 arrives at booth 10,1
1,11:45,Student 94 arrives at booth 16,1
1,11:45,Student 27 departs at booth 6,0
1,11:46,Student 27 arrives at booth 7,1
1,11:48,Student 94 departs at booth 16,0
1,11:49,Student 67 departs at booth 11,0
1,11:50,Student 67 arrives at booth 13,1
1,11:50,Student 94 arrives at booth 19,1
1,11:50,Student 27 departs at booth 7,0
1,11:52,Student 27 arrives at booth 12,1
1,11:52,Student 28 departs at booth 18,0
1,11:52,Student 94 departs at booth 19,0
1,11:53,Student 28 arrives at booth 19,1
1,11:53,Student 94 departs Art Fair,NA
1,11:53,Student 27 departs at booth 12,0
1,11:54,Student 36 departs at booth 10,0
1,11:55,Student 28 departs at booth 19,0
1,11:56,Student 28 departs Art Fair,NA
1,11:58,Student 27 departs Art Fair,NA
1,11:58,Student 36 arrives at booth 17,1
1,11:59,Student 74 arrives Art Fair,NA
1,12:00,Student 67 departs at booth 13,0
1,12:00,Student 36 departs at booth 17,0
1,12:00,Student 36 arrives at booth 18,1
1,12:00,Student 67 arrives at booth 14,1
1,12:02,Student 74 arrives at booth 6,1
1,12:04,Student 74 departs at booth 6,0
1,12:05,Student 74 arrives at booth 7,1
1,12:07,Student 67 departs at booth 14,0
1,12:09,Student 74 departs at booth 7,0
1,12:10,Student 36 departs at booth 18,0
1,12:11,Student 67 departs Art Fair,NA
1,12:12,Student 36 departs Art Fair,NA
1,12:12,Student 74 arrives at booth 13,1
1,12:22,Student 74 departs at booth 13,0
1,12:22,Student 74 arrives at booth 14,1
1,12:24,Student 92 arrives Art Fair,NA
1,12:26,Student 93 arrives Art Fair,NA
1,12:27,Student 92 arrives at booth 5,1
1,12:28,Student 93 arrives at booth 4,1
1,12:29,Student 74 departs at booth 14,0
1,12:30,Student 74 arrives at booth 15,1
1,12:31,Student 93 departs at booth 4,0
1,12:32,Student 59 arrives Art Fair,NA
1,12:32,Student 92 departs at booth 5,0
1,12:33,Student 59 arrives at booth 2,1
1,12:33,Student 92 arrives at booth 8,1
1,12:33,Student 93 arrives at booth 7,1
1,12:34,Student 24 arrives Art Fair,NA
1,12:35,Student 24 arrives at booth 2,1
1,12:35,Student 92 departs at booth 8,0
1,12:37,Student 59 departs at booth 2,1
1,12:37,Student 93 departs at booth 7,0
1,12:37,Student 74 departs at booth 15,0
1,12:37,Student 74 arrives at booth 16,1
1,12:39,Student 92 arrives at booth 15,1
1,12:39,Student 93 arrives at booth 11,1
1,12:40,Student 59 arrives at booth 7,1
1,12:40,Student 74 departs at booth 16,0
1,12:41,Student 24 departs at booth 2,0
1,12:43,Student 24 arrives at booth 6,1
1,12:43,Student 74 departs Art Fair,NA
1,12:44,Student 59 departs at booth 7,0
