student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,16:38,16:37,"[3, 6, 9, 13, 15, 19]","[7, 8, 12, 16, 20]"
2,11:06,11:39,"[3, 7, 13, 15, 18]","[6, 10, 12, 13, 14, 18]"
3,16:25,15:53,"[6, 11, 12, 13, 18]","[2, 7, 9, 17]"
4,15:26,13:22,"[2, 6, 13, 14]","[3, 7, 14, 18]"
5,15:59,13:26,"[10, 14, 17]","[5, 12, 19, 20]"
6,13:48,13:33,"[11, 15, 19]","[2, 7, 12, 14, 15, 20]"
7,15:13,15:56,"[6, 7, 10, 17, 19]","[4, 5, 14, 18, 20]"
8,16:22,13:59,"[1, 2, 11, 18]","[1, 6, 20]"
9,12:10,14:19,"[1, 7, 10, 12, 14, 17]","[4, 8, 12, 14, 17, 19]"
10,13:05,12:36,"[7, 13, 14, 19]","[6, 9, 10, 17]"
11,13:23,15:06,"[2, 4, 5, 6, 14, 20]","[4, 11, 14, 15, 16]"
12,17:08,12:17,"[7, 8, 9, 14, 17]","[2, 3, 6, 13, 19, 20]"
13,12:16,17:19,"[6, 7, 17]","[4, 11, 12, 14, 16, 18]"
14,13:42,11:13,"[3, 4, 8, 9, 10]","[4, 7, 15, 18]"
15,11:06,12:12,"[1, 4, 5, 11, 17, 20]","[4, 9, 11, 17, 18, 20]"
16,13:04,13:31,"[3, 9, 12, 15]","[2, 5, 7, 11, 18, 19]"
17,13:40,13:08,"[4, 6, 7, 14]","[1, 4, 7, 13]"
18,12:05,14:36,"[3, 12, 15, 18]","[11, 12, 14, 17]"
19,14:01,11:18,"[4, 17, 18, 19, 20]","[3, 5, 6, 7, 9, 17]"
20,15:46,14:26,"[5, 19, 20]","[1, 2, 11, 15, 16, 19]"
21,12:15,13:37,"[3, 7, 11, 12, 20]","[4, 5, 7, 20]"
22,13:26,14:53,"[3, 5, 13, 15, 16]","[3, 8, 9]"
23,12:28,15:38,"[11, 13, 18]","[2, 3, 4, 16, 17]"
24,12:36,15:00,"[3, 7, 15, 19]","[8, 12, 17, 18, 19, 20]"
25,12:39,13:39,"[10, 11, 14, 17]","[3, 7, 9, 12, 16]"
26,14:43,13:42,"[7, 11, 17, 20]","[3, 4, 10, 15, 19]"
27,11:33,11:39,"[6, 9, 12, 15]","[4, 5, 12, 14, 15, 20]"
28,13:48,11:27,"[2, 4, 17, 18]","[8, 9, 18, 19, 20]"
29,13:04,11:17,"[2, 9, 14]","[2, 8, 12, 13, 17]"
30,17:24,14:35,"[8, 10, 19]","[8, 17, 18]"
31,17:23,11:13,"[5, 13, 20]","[9, 10, 11, 14, 17]"
32,13:26,17:04,"[6, 10, 18]","[4, 9, 11, 13]"
33,12:13,16:49,"[4, 5, 6, 11, 16, 17]","[3, 15, 16]"
34,13:15,11:43,"[14, 19, 20]","[4, 7, 13, 15, 19]"
35,16:42,14:20,"[4, 7, 15, 17]","[2, 5, 8, 13]"
36,14:29,15:25,"[6, 7, 8, 14, 15, 18]","[2, 3, 11, 12, 16, 18]"
37,17:14,14:05,"[1, 3, 4, 17, 18]","[8, 13, 19]"
38,13:24,15:44,"[3, 7, 13, 15, 20]","[3, 13, 18]"
39,16:57,13:56,"[3, 4, 9, 12, 14]","[15, 16, 18, 19]"
40,16:43,16:25,"[2, 4, 10, 15]","[2, 3, 6, 13, 15, 17]"
41,16:31,14:01,"[4, 17, 20]","[9, 10, 20]"
42,13:41,11:04,"[1, 4, 13, 19]","[1, 2, 4, 9, 13, 19]"
43,11:28,14:54,"[3, 4, 6, 10, 14, 19]","[1, 2, 4, 7, 15]"
44,16:35,14:24,"[2, 9, 13]","[3, 5, 10, 11, 13]"
45,16:24,13:11,"[2, 5, 8, 10, 18]","[2, 3, 9, 10, 16]"
46,11:41,15:43,"[3, 5, 10, 16, 19]","[2, 3, 12, 13]"
47,17:03,11:59,"[11, 13, 18]","[4, 10, 11, 13, 14, 15]"
48,16:00,12:02,"[3, 10, 11]","[2, 4, 16]"
49,17:25,11:09,"[9, 13, 18]","[2, 8, 12, 14, 17, 19]"
50,14:13,11:07,"[7, 9, 10, 11, 12, 20]","[1, 2, 8, 11, 20]"
51,11:37,13:35,"[7, 8, 12]","[10, 15, 17]"
52,12:57,15:46,"[14, 18, 20]","[6, 7, 8, 13, 14, 15]"
53,14:56,15:06,"[11, 14, 19]","[8, 9, 16, 17, 18]"
54,14:09,12:52,"[2, 4, 5, 11, 16]","[5, 9, 10, 20]"
55,14:06,11:21,"[2, 4, 6, 9, 19, 20]","[1, 2, 6, 7, 10, 16]"
56,16:25,12:47,"[3, 14, 18]","[5, 8, 18, 20]"
57,14:49,17:02,"[3, 5, 6, 12, 15, 18]","[3, 5, 14, 15, 16, 20]"
58,15:49,14:29,"[4, 6, 10, 15, 19]","[2, 7, 12, 19]"
59,14:01,17:32,"[17, 18, 19]","[5, 6, 12, 13, 14, 15]"
60,14:32,16:24,"[2, 3, 5]","[4, 6, 13, 16, 19]"
61,13:39,13:52,"[1, 3, 9, 11, 14, 19]","[1, 3, 6, 19]"
62,12:23,14:32,"[1, 2, 11, 20]","[4, 8, 14, 15, 18]"
63,14:29,12:43,"[5, 7, 14, 17, 19]","[1, 4, 9]"
64,13:26,12:19,"[2, 8, 18]","[10, 11, 14, 20]"
65,15:26,15:46,"[5, 14, 20]","[6, 10, 11, 12, 17, 19]"
66,16:29,16:38,"[7, 8, 17]","[3, 4, 16, 18]"
67,12:29,15:38,"[3, 9, 14]","[5, 6, 8, 13, 14, 16]"
68,13:16,15:26,"[5, 11, 12]","[1, 4, 8, 12, 17]"
69,15:41,15:09,"[3, 15, 18]","[12, 15, 20]"
70,16:16,13:13,"[4, 5, 7, 9, 10, 17]","[5, 11, 19]"
71,14:23,16:01,"[2, 15, 20]","[1, 3, 8, 12]"
72,13:15,15:27,"[3, 10, 11, 14, 18, 20]","[1, 2, 12, 14]"
73,11:44,15:05,"[13, 18, 20]","[4, 8, 11, 12, 17, 20]"
74,16:07,16:57,"[3, 6, 17]","[5, 14, 20]"
75,15:25,12:48,"[2, 5, 6, 11, 14]","[2, 7, 11]"
76,15:57,15:53,"[5, 6, 10, 15, 18, 19]","[1, 2, 3, 12, 15, 19]"
77,14:18,14:07,"[5, 9, 11, 13, 16, 17]","[9, 12, 18]"
78,15:26,13:58,"[1, 4, 6, 7, 13, 20]","[1, 5, 6]"
79,16:54,16:34,"[2, 3, 11, 15, 16, 17]","[4, 7, 13, 15]"
80,16:48,15:41,"[7, 11, 14, 17]","[2, 13, 14, 18, 20]"
81,12:21,14:11,"[9, 11, 16]","[1, 3, 4, 7, 13]"
82,11:05,16:29,"[2, 3, 4, 11, 18, 19]","[1, 6, 10, 14]"
83,17:04,15:51,"[3, 12, 13]","[2, 5, 9, 17, 18, 20]"
84,12:12,15:31,"[6, 14, 18]","[1, 2, 18]"
85,16:14,11:02,"[1, 7, 11, 14, 18]","[1, 7, 8, 9, 13, 16]"
86,12:11,13:35,"[9, 18, 19]","[9, 13, 14, 15, 16, 20]"
87,17:13,12:02,"[12, 15, 18, 19]","[2, 6, 12, 13, 14, 16]"
88,11:55,16:59,"[15, 18, 20]","[1, 8, 15, 16, 19]"
89,17:39,14:26,"[8, 11, 14, 16, 19, 20]","[3, 16, 18]"
90,13:08,13:14,"[6, 17, 20]","[5, 8, 16]"
91,14:52,16:01,"[5, 6, 8, 9, 10]","[2, 8, 11, 14, 18, 20]"
92,12:48,12:02,"[4, 5, 19]","[1, 3, 4, 6, 17, 18]"
93,11:51,15:05,"[15, 17, 20]","[4, 6, 11, 15]"
94,12:25,15:44,"[11, 14, 17, 19]","[3, 5, 10, 13, 14, 16]"
95,17:14,14:01,"[4, 5, 11, 16]","[10, 15, 18, 19]"
96,13:02,14:53,"[4, 13, 14, 16, 17, 20]","[5, 6, 12]"
97,13:07,13:54,"[1, 14, 16, 19]","[5, 7, 8, 12]"
98,17:25,12:02,"[3, 7, 10, 12]","[3, 8, 18, 20]"
99,17:01,17:02,"[9, 14, 18]","[4, 8, 9, 10, 11]"
100,12:15,13:14,"[2, 3, 5, 9, 16, 19]","[6, 8, 12, 13, 14, 15]"
