student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,13:58,15:01,"[4, 13, 16, 18, 20]","[1, 5, 7, 9]"
2,17:20,14:10,"[3, 7, 14, 15]","[1, 3, 4, 6, 13]"
3,16:38,14:20,"[2, 8, 9, 18, 19]","[1, 3, 7, 13, 15]"
4,15:57,14:03,"[5, 7, 10, 14, 18]","[6, 10, 12, 16, 17]"
5,14:01,16:09,"[1, 2, 8, 15]","[2, 6, 7, 8, 9]"
6,17:04,14:39,"[1, 7, 8, 10]","[4, 6, 8, 10]"
7,12:31,13:07,"[5, 8, 19, 20]","[6, 9, 10, 12, 14, 15]"
8,11:56,14:38,"[2, 4, 5, 6, 9, 10]","[2, 4, 6, 11, 17, 18]"
9,13:52,17:37,"[2, 9, 11, 14, 16, 17]","[2, 5, 11, 18]"
10,11:51,13:49,"[4, 5, 10, 11, 17, 20]","[5, 11, 12, 13, 14]"
11,11:22,11:44,"[1, 6, 10, 20]","[6, 8, 9, 13, 16, 17]"
12,13:07,11:44,"[3, 9, 10, 11, 15, 19]","[1, 4, 12, 14, 16]"
13,16:22,12:19,"[2, 4, 12, 16, 17, 18]","[1, 3, 4, 17, 20]"
14,17:30,11:32,"[4, 13, 14]","[5, 6, 10, 13, 17]"
15,13:13,12:43,"[4, 7, 12, 19]","[1, 3, 5, 8, 11, 13]"
16,11:14,15:00,"[1, 5, 7, 10, 14, 17]","[1, 5, 10, 11, 14, 16]"
17,15:34,14:24,"[9, 14, 17]","[5, 11, 15, 20]"
18,15:42,14:03,"[6, 7, 9, 11, 18]","[1, 2, 6, 11, 16, 19]"
19,15:43,16:05,"[6, 7, 10, 11, 18]","[1, 9, 10, 13, 14]"
20,13:00,15:21,"[1, 9, 12, 15, 17]","[2, 9, 12, 13, 14]"
21,14:36,13:39,"[1, 3, 6, 16]","[2, 14, 15, 18]"
22,16:56,14:59,"[5, 13, 17, 18]","[1, 9, 12, 13, 15, 17]"
23,15:55,13:41,"[1, 5, 7, 13, 14, 17]","[1, 3, 8, 11, 15, 19]"
24,11:36,16:27,"[5, 8, 18]","[10, 13, 17]"
25,11:06,13:05,"[6, 8, 9, 17]","[2, 10, 14]"
26,13:57,11:24,"[2, 3, 13, 14, 16, 19]","[6, 9, 16]"
27,13:12,13:38,"[11, 14, 16, 17]","[4, 11, 12, 14, 18, 20]"
28,14:58,14:05,"[14, 15, 19]","[5, 12, 18, 20]"
29,11:13,17:18,"[1, 3, 4, 9]","[2, 3, 6, 16, 19]"
30,11:35,12:02,"[1, 16, 17]","[1, 4, 5, 12, 15]"
31,11:19,17:38,"[1, 2, 4, 6, 8, 15]","[3, 5, 13, 15, 17, 20]"
32,11:33,12:11,"[6, 7, 14, 20]","[3, 6, 13, 15]"
33,13:59,12:45,"[1, 2, 13, 16, 17]","[7, 11, 16]"
34,11:26,16:00,"[8, 13, 14, 16, 20]","[2, 6, 18]"
35,11:08,13:57,"[1, 2, 8, 9, 11, 15]","[5, 7, 16]"
36,14:25,13:40,"[2, 5, 7, 8, 12]","[4, 9, 10, 16, 18]"
37,13:39,13:37,"[6, 8, 14, 15, 20]","[4, 5, 10, 19]"
38,11:13,13:32,"[5, 7, 8, 9, 13, 18]","[12, 13, 14, 17, 18, 20]"
39,15:23,16:25,"[2, 3, 6, 9, 12]","[1, 2, 8, 15, 17, 20]"
40,11:50,12:20,"[4, 18, 19]","[1, 5, 12, 16, 17, 18]"
41,16:35,12:44,"[5, 10, 12, 20]","[3, 13, 15, 20]"
42,12:45,16:58,"[4, 16, 19]","[6, 8, 15, 18]"
43,16:38,17:32,"[1, 2, 4, 11, 15]","[2, 6, 8, 9, 14, 18]"
44,14:27,13:37,"[4, 5, 15, 16, 18]","[1, 6, 11, 14, 18]"
45,13:05,17:02,"[9, 11, 14, 17]","[5, 6, 13, 14, 15]"
46,11:33,17:31,"[2, 9, 17, 18, 20]","[5, 14, 20]"
47,14:00,15:34,"[3, 7, 11]","[5, 10, 15]"
48,14:41,13:59,"[2, 10, 11, 12, 19, 20]","[1, 2, 8, 12, 18]"
49,11:17,17:15,"[1, 3, 9]","[2, 5, 11, 16, 18]"
50,16:49,14:49,"[4, 13, 18]","[3, 6, 9, 13, 16, 19]"
51,16:48,16:04,"[3, 5, 12, 13]","[2, 3, 6, 10, 13, 20]"
52,14:58,16:06,"[3, 6, 13, 17]","[6, 9, 11, 15, 16, 19]"
53,15:01,12:39,"[1, 3, 4, 10]","[4, 11, 13, 18]"
54,13:04,14:56,"[6, 12, 14, 15, 16, 17]","[6, 7, 10, 11, 17, 19]"
55,15:35,11:30,"[8, 12, 19]","[1, 2, 3, 6, 15]"
56,13:13,14:19,"[2, 5, 7, 9, 14, 20]","[5, 9, 10, 13, 14, 15]"
57,15:28,15:10,"[4, 5, 14]","[4, 12, 20]"
58,16:40,12:09,"[3, 15, 17, 20]","[1, 4, 7, 10, 13, 19]"
59,13:55,12:55,"[5, 10, 11, 13, 17]","[1, 11, 13, 16, 19]"
60,13:11,17:05,"[6, 10, 15, 16, 19, 20]","[2, 8, 10, 13, 17, 20]"
