Day,Time,Event,len(Queue)
1,11:02,Student 76 arrives Art Fair,NA
1,11:03,Student 76 arrives at booth 2,1
1,11:04,Student 30 arrives Art Fair,NA
1,11:05,Student 76 departs at booth 2,0
1,11:07,Student 30 arrives at booth 5,1
1,11:09,Student 76 arrives at booth 10,1
1,11:10,Student 35 arrives Art Fair,NA
1,11:11,Student 35 arrives at booth 2,1
1,11:11,Student 30 departs at booth 5,0
1,11:11,Student 30 arrives at booth 6,1
1,11:13,Student 35 departs at booth 2,0
1,11:14,Student 21 arrives Art Fair,NA
1,11:15,Student 97 arrives Art Fair,NA
1,11:15,Student 30 departs at booth 6,0
1,11:16,Student 30 arrives at booth 7,1
1,11:16,Student 76 departs at booth 10,0
1,11:17,Student 21 arrives at booth 6,1
1,11:17,Student 97 arrives at booth 3,1
1,11:18,Student 35 arrives at booth 11,1
1,11:18,Student 76 arrives at booth 13,1
1,11:18,Student 84 arrives Art Fair,NA
1,11:18,Student 97 departs at booth 3,0
1,11:19,Student 84 arrives at booth 1,1
1,11:19,Student 76 departs at booth 13,0
1,11:20,Student 76 arrives at booth 16,1
1,11:20,Student 97 arrives at booth 7,1
1,11:20,Student 35 departs at booth 11,0
1,11:21,Student 21 departs at booth 6,0
1,11:22,Student 59 arrives Art Fair,NA
1,11:22,Student 76 departs at booth 16,0
1,11:23,Student 21 arrives at booth 9,1
1,11:23,Student 51 arrives Art Fair,NA
1,11:23,Student 57 arrives Art Fair,NA
1,11:23,Student 90 arrives Art Fair,NA
1,11:23,Student 30 departs at booth 7,1
1,11:24,Student 30 arrives at booth 9,1
1,11:24,Student 35 arrives at booth 19,1
1,11:24,Student 51 arrives at booth 1,1
1,11:24,Student 57 arrives at booth 1,2
1,11:24,Student 59 arrives at booth 3,1
1,11:25,Student 52 arrives Art Fair,NA
1,11:25,Student 76 departs Art Fair,NA
1,11:25,Student 59 departs at booth 3,0
1,11:26,Student 95 arrives Art Fair,NA
1,11:27,Student 98 arrives Art Fair,NA
1,11:28,Student 52 arrives at booth 5,1
1,11:28,Student 72 arrives Art Fair,NA
1,11:28,Student 98 arrives at booth 1,3
1,11:29,Student 59 arrives at booth 11,1
1,11:29,Student 90 arrives at booth 11,2
1,11:29,Student 95 arrives at booth 5,1
1,11:29,Student 84 departs at booth 1,3
1,11:30,Student 72 arrives at booth 3,1
1,11:30,Student 97 departs at booth 7,0
1,11:31,Student 28 arrives Art Fair,NA
1,11:31,Student 72 departs at booth 3,0
1,11:31,Student 21 departs at booth 9,1
1,11:31,Student 59 departs at booth 11,1
1,11:32,Student 72 arrives at booth 5,2
1,11:32,Student 84 arrives at booth 8,1
1,11:32,Student 52 departs at booth 5,2
1,11:32,Student 52 arrives at booth 6,1
1,11:33,Student 21 arrives at booth 13,1
1,11:33,Student 59 arrives at booth 16,1
1,11:33,Student 97 arrives at booth 14,1
1,11:33,Student 90 departs at booth 11,0
1,11:34,Student 28 arrives at booth 6,1
1,11:34,Student 21 departs at booth 13,0
1,11:34,Student 35 departs at booth 19,0
1,11:35,Student 21 arrives at booth 15,1
1,11:35,Student 35 departs Art Fair,NA
1,11:35,Student 90 arrives at booth 15,2
1,11:35,Student 59 departs at booth 16,0
1,11:36,Student 32 arrives Art Fair,NA
1,11:36,Student 34 arrives Art Fair,NA
1,11:36,Student 95 departs at booth 5,1
1,11:36,Student 52 departs at booth 6,1
1,11:36,Student 97 departs at booth 14,0
1,11:37,Student 97 arrives at booth 16,1
1,11:38,Student 59 departs Art Fair,NA
1,11:39,Student 34 arrives at booth 5,1
1,11:39,Student 53 arrives Art Fair,NA
1,11:39,Student 51 departs at booth 1,2
1,11:39,Student 30 departs at booth 9,0
1,11:39,Student 97 departs at booth 16,0
1,11:39,Student 51 arrives at booth 2,1
1,11:40,Student 32 arrives at booth 8,1
1,11:40,Student 36 arrives Art Fair,NA
1,11:40,Student 52 arrives at booth 13,1
1,11:40,Student 53 arrives at booth 2,1
1,11:40,Student 97 arrives at booth 18,1
1,11:40,Student 72 departs at booth 5,1
1,11:40,Student 28 departs at booth 6,0
1,11:40,Student 21 departs at booth 15,1
1,11:40,Student 21 arrives at booth 16,1
1,11:41,Student 95 arrives at booth 15,1
1,11:41,Student 51 departs at booth 2,1
1,11:41,Student 52 departs at booth 13,0
1,11:42,Student 28 arrives at booth 9,1
1,11:42,Student 84 departs at booth 8,1
1,11:42,Student 21 departs at booth 16,0
1,11:43,Student 4 arrives Art Fair,NA
1,11:43,Student 21 arrives at booth 17,1
1,11:43,Student 52 arrives at booth 17,2
1,11:43,Student 53 departs at booth 2,0
1,11:44,Student 4 arrives at booth 1,2
1,11:44,Student 30 arrives at booth 19,1
1,11:44,Student 53 arrives at booth 4,1
1,11:44,Student 34 departs at booth 5,0
1,11:45,Student 34 arrives at booth 7,1
1,11:45,Student 36 arrives at booth 9,1
1,11:45,Student 51 arrives at booth 10,1
1,11:45,Student 72 arrives at booth 15,2
1,11:45,Student 84 arrives at booth 13,1
1,11:45,Student 90 departs at booth 15,2
1,11:45,Student 21 departs at booth 17,1
1,11:46,Student 6 arrives Art Fair,NA
1,11:46,Student 90 arrives at booth 18,1
1,11:46,Student 84 departs at booth 13,0
1,11:46,Student 97 departs at booth 18,1
1,11:47,Student 6 arrives at booth 2,1
1,11:47,Student 21 departs Art Fair,NA
1,11:47,Student 52 departs at booth 17,0
1,11:48,Student 52 arrives at booth 19,1
1,11:48,Student 97 departs Art Fair,NA
1,11:49,Student 57 departs at booth 1,2
1,11:49,Student 6 departs at booth 2,0
1,11:50,Student 6 arrives at booth 3,1
1,11:50,Student 84 departs Art Fair,NA
1,11:50,Student 28 departs at booth 9,1
1,11:50,Student 95 departs at booth 15,1
1,11:51,Student 95 arrives at booth 17,1
1,11:51,Student 6 departs at booth 3,0
1,11:52,Student 6 arrives at booth 6,1
1,11:52,Student 57 arrives at booth 7,1
1,11:52,Student 53 departs at booth 4,0
1,11:52,Student 34 departs at booth 7,1
1,11:52,Student 32 departs at booth 8,0
1,11:52,Student 51 departs at booth 10,0
1,11:52,Student 90 departs at booth 18,0
1,11:53,Student 28 arrives at booth 15,1
1,11:53,Student 51 arrives at booth 12,1
1,11:53,Student 53 arrives at booth 5,1
1,11:53,Student 95 departs at booth 17,0
1,11:54,Student 34 arrives at booth 11,1
1,11:54,Student 90 departs Art Fair,NA
1,11:54,Student 95 arrives at booth 19,2
1,11:54,Student 30 departs at booth 19,2
1,11:54,Student 30 arrives at booth 20,1
1,11:55,Student 72 departs at booth 15,1
1,11:56,Student 72 arrives at booth 17,1
1,11:56,Student 6 departs at booth 6,0
1,11:56,Student 34 departs at booth 11,0
1,11:57,Student 6 arrives at booth 7,1
1,11:57,Student 34 arrives at booth 13,1
1,11:57,Student 53 departs at booth 5,0
1,11:58,Student 32 arrives at booth 19,2
1,11:58,Student 36 departs at booth 9,0
1,11:58,Student 34 departs at booth 13,0
1,11:58,Student 72 departs at booth 17,0
1,11:58,Student 72 arrives at booth 18,1
1,11:59,Student 98 departs at booth 1,1
1,11:59,Student 57 departs at booth 7,1
1,11:59,Student 98 arrives at booth 2,1
1,12:00,Student 57 arrives at booth 10,1
1,12:00,Student 51 departs at booth 12,0
1,12:00,Student 28 departs at booth 15,0
1,12:01,Student 17 arrives Art Fair,NA
1,12:01,Student 36 arrives at booth 16,1
1,12:01,Student 53 arrives at booth 14,1
1,12:01,Student 98 departs at booth 2,0
1,12:02,Student 17 arrives at booth 1,1
1,12:02,Student 34 departs Art Fair,NA
1,12:02,Student 71 arrives Art Fair,NA
1,12:03,Student 28 departs Art Fair,NA
1,12:03,Student 51 arrives at booth 17,1
1,12:03,Student 98 arrives at booth 5,1
1,12:03,Student 36 departs at booth 16,0
1,12:03,Student 30 departs at booth 20,0
1,12:04,Student 30 departs Art Fair,NA
1,12:04,Student 36 arrives at booth 17,1
1,12:04,Student 70 arrives Art Fair,NA
1,12:04,Student 53 departs at booth 14,0
1,12:04,Student 72 departs at booth 18,0
1,12:04,Student 52 departs at booth 19,2
1,12:05,Student 52 departs Art Fair,NA
1,12:05,Student 51 departs at booth 17,1
1,12:06,Student 23 arrives Art Fair,NA
1,12:06,Student 71 arrives at booth 7,1
1,12:06,Student 72 departs Art Fair,NA
1,12:06,Student 6 departs at booth 7,1
1,12:07,Student 51 departs Art Fair,NA
1,12:07,Student 53 arrives at booth 19,2
1,12:07,Student 70 arrives at booth 6,1
1,12:07,Student 98 departs at booth 5,0
1,12:07,Student 57 departs at booth 10,0
1,12:07,Student 36 departs at booth 17,0
1,12:08,Student 6 arrives at booth 12,1
1,12:08,Student 49 arrives Art Fair,NA
1,12:08,Student 57 arrives at booth 12,2
1,12:09,Student 36 departs Art Fair,NA
1,12:09,Student 4 departs at booth 1,1
1,12:10,Student 49 arrives at booth 4,1
1,12:11,Student 4 arrives at booth 5,1
1,12:11,Student 23 arrives at booth 9,1
1,12:11,Student 70 departs at booth 6,0
1,12:12,Student 70 arrives at booth 7,1
1,12:13,Student 71 departs at booth 7,1
1,12:14,Student 98 arrives at booth 20,1
1,12:14,Student 95 departs at booth 19,2
1,12:15,Student 71 arrives at booth 12,2
1,12:15,Student 79 arrives Art Fair,NA
1,12:15,Student 95 departs Art Fair,NA
1,12:15,Student 4 departs at booth 5,0
1,12:15,Student 6 departs at booth 12,2
1,12:16,Student 4 arrives at booth 7,1
1,12:16,Student 6 arrives at booth 14,1
1,12:16,Student 79 arrives at booth 2,1
1,12:18,Student 79 departs at booth 2,0
1,12:18,Student 49 departs at booth 4,0
1,12:19,Student 49 arrives at booth 5,1
1,12:19,Student 17 departs at booth 1,0
1,12:19,Student 23 departs at booth 9,0
1,12:19,Student 6 departs at booth 14,0
1,12:19,Student 23 arrives at booth 10,1
1,12:20,Student 79 arrives at booth 5,1
1,12:20,Student 70 departs at booth 7,1
1,12:21,Student 17 arrives at booth 5,2
1,12:21,Student 70 arrives at booth 9,1
1,12:22,Student 57 departs at booth 12,1
1,12:23,Student 6 departs Art Fair,NA
1,12:23,Student 49 departs at booth 5,2
1,12:23,Student 98 departs at booth 20,0
1,12:23,Student 49 arrives at booth 6,1
