student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,16:19,12:26,"[2, 14, 15, 19]","[3, 4, 11, 12, 16, 17]"
2,11:56,15:29,"[9, 12, 16]","[9, 16, 20]"
3,16:00,12:16,"[1, 13, 14, 18]","[5, 7, 15, 19]"
4,12:55,13:16,"[5, 6, 7, 10, 16, 20]","[1, 10, 15, 20]"
5,12:56,16:54,"[2, 3, 7, 9, 11]","[2, 3, 14]"
6,11:52,14:29,"[4, 10, 12, 17]","[4, 10, 15, 19]"
7,17:07,16:40,"[7, 8, 13]","[1, 10, 11, 15]"
8,15:30,17:37,"[1, 6, 10, 15, 17, 18]","[1, 6, 9, 11, 18]"
9,12:53,17:14,"[4, 9, 12, 13, 14, 16]","[4, 9, 10, 12, 15, 17]"
10,14:50,12:18,"[1, 11, 13, 16, 17, 18]","[11, 12, 14, 20]"
11,17:28,14:10,"[3, 12, 20]","[1, 5, 13, 17, 19, 20]"
12,12:25,12:16,"[5, 7, 10, 12, 15, 18]","[2, 8, 14, 15, 17]"
13,15:23,15:00,"[1, 7, 11, 16]","[3, 12, 14]"
14,11:55,17:39,"[5, 9, 12]","[7, 9, 14, 16]"
15,16:32,15:06,"[6, 16, 18]","[4, 5, 7, 8, 12, 13]"
16,13:40,16:47,"[1, 12, 16, 17, 18, 20]","[7, 9, 12, 16]"
17,17:26,12:59,"[5, 11, 18]","[2, 7, 13, 15]"
18,14:07,12:41,"[2, 3, 6, 9, 10, 13]","[6, 8, 11, 17, 19]"
19,16:39,17:12,"[1, 7, 11, 12, 16, 17]","[6, 11, 20]"
20,14:25,14:06,"[2, 5, 17]","[2, 7, 9, 12]"
21,13:49,13:15,"[4, 6, 7, 13, 17, 20]","[10, 14, 16]"
22,14:43,16:45,"[3, 6, 7]","[5, 8, 12, 13, 15]"
23,16:18,16:12,"[1, 7, 9]","[1, 13, 15, 17, 20]"
24,12:27,12:57,"[2, 3, 4, 5, 18]","[2, 3, 5, 6, 7, 12]"
25,14:10,11:09,"[7, 10, 15]","[3, 5, 9, 14, 16]"
26,15:53,12:49,"[1, 4, 11, 14, 15, 20]","[4, 7, 8, 15, 17, 18]"
27,15:11,14:27,"[4, 10, 17]","[2, 8, 13, 18]"
28,12:30,11:21,"[3, 5, 8, 17, 18]","[3, 19, 20]"
29,13:14,12:46,"[2, 4, 6, 9, 12]","[1, 4, 6, 7, 10, 12]"
30,13:22,17:32,"[2, 19, 20]","[4, 6, 9]"
31,11:35,15:06,"[3, 5, 11, 13]","[7, 10, 12, 14]"
32,13:55,17:17,"[2, 4, 9, 17, 20]","[1, 2, 16, 20]"
33,13:28,17:05,"[3, 6, 19]","[3, 12, 14, 17]"
34,16:34,16:20,"[1, 4, 7]","[1, 10, 16, 17, 20]"
35,14:42,11:27,"[10, 11, 20]","[3, 6, 16, 19]"
36,17:38,16:09,"[2, 6, 10, 11, 20]","[1, 3, 6, 12, 14]"
37,13:45,13:27,"[6, 7, 11, 12, 16]","[8, 11, 12, 14, 17]"
38,16:53,15:41,"[1, 6, 11]","[3, 5, 7, 14, 16, 19]"
