student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,15:39,16:25,"[6, 16, 18]","[1, 7, 10, 11, 12, 16]"
2,15:31,13:14,"[3, 12, 13]","[1, 6, 11, 15, 17]"
3,13:53,15:01,"[3, 6, 11]","[1, 5, 10, 11, 13, 14]"
4,15:08,17:35,"[11, 15, 20]","[6, 9, 12, 20]"
5,16:32,16:50,"[2, 5, 6, 8, 14]","[1, 12, 13, 16, 18]"
6,13:03,11:51,"[1, 3, 4, 6, 10, 14]","[3, 7, 12, 13, 15]"
7,15:25,11:04,"[4, 12, 20]","[2, 9, 11, 16, 20]"
8,16:47,14:20,"[3, 5, 7, 13, 14]","[4, 13, 16]"
9,15:45,16:11,"[1, 10, 14, 16]","[3, 6, 7, 12, 15, 17]"
10,14:19,13:26,"[1, 4, 6, 7, 13, 20]","[7, 8, 9, 19]"
11,13:26,17:07,"[11, 14, 15, 16]","[3, 4, 6, 8, 9, 13]"
12,13:48,12:05,"[5, 9, 11, 15, 19]","[3, 4, 5, 12, 20]"
13,15:43,11:05,"[3, 5, 6, 16]","[8, 9, 14, 15]"
14,14:01,11:17,"[2, 3, 5, 13, 17, 19]","[7, 11, 16, 17]"
15,15:17,14:13,"[2, 5, 17, 19, 20]","[2, 11, 12, 15, 16, 18]"
16,11:05,16:18,"[9, 10, 16]","[5, 9, 18, 20]"
17,11:10,17:24,"[5, 10, 12]","[4, 6, 9, 14, 19]"
18,17:32,16:22,"[4, 5, 9, 15, 16, 17]","[4, 12, 13, 17, 19, 20]"
19,17:35,14:41,"[7, 9, 12, 15, 16]","[3, 5, 10, 15, 19]"
20,13:19,12:56,"[2, 5, 7, 15, 17]","[1, 3, 17, 18]"
21,15:58,12:35,"[5, 9, 18]","[6, 10, 15]"
22,11:14,14:06,"[1, 11, 12, 20]","[7, 11, 13, 16, 20]"
23,14:48,14:20,"[1, 6, 9, 10, 17, 19]","[11, 15, 17, 19, 20]"
24,12:34,15:30,"[2, 6, 7, 11]","[2, 7, 10, 11, 20]"
25,16:34,13:33,"[4, 5, 12, 13, 19, 20]","[7, 11, 18, 20]"
26,13:24,12:26,"[3, 6, 8, 11, 15, 16]","[3, 10, 13]"
27,11:29,12:05,"[1, 3, 6, 7, 12]","[1, 7, 8, 16, 18]"
28,11:15,13:59,"[4, 5, 15, 18, 19]","[1, 5, 6, 8, 19]"
29,17:28,16:42,"[2, 5, 16, 17, 20]","[1, 4, 5, 8, 10, 20]"
30,14:31,13:07,"[1, 2, 7, 8, 17, 20]","[1, 3, 4, 5, 8, 17]"
31,13:05,12:50,"[1, 5, 7, 11, 12, 19]","[9, 15, 17, 18, 20]"
32,11:05,15:03,"[3, 7, 8]","[4, 5, 8, 9, 14, 16]"
33,14:15,11:32,"[4, 5, 13, 20]","[8, 9, 12, 20]"
34,15:05,14:41,"[3, 11, 13, 16]","[4, 9, 12, 16, 20]"
35,14:41,15:54,"[1, 3, 6, 11, 12]","[7, 8, 9, 10, 12, 17]"
36,11:29,14:14,"[4, 7, 8, 10, 17, 18]","[15, 16, 19]"
37,13:15,12:07,"[4, 8, 9, 18]","[2, 3, 9, 13, 19]"
38,17:38,13:47,"[4, 10, 11]","[3, 12, 19]"
39,14:25,15:50,"[9, 13, 14, 15, 20]","[3, 4, 7, 8, 20]"
40,15:49,12:19,"[6, 13, 15, 16, 17, 20]","[13, 16, 19]"
41,14:43,15:30,"[3, 8, 14, 16]","[4, 6, 11, 13, 15, 18]"
42,13:32,13:39,"[4, 6, 18, 19]","[1, 14, 17]"
43,14:23,12:56,"[1, 2, 3, 4, 7, 20]","[1, 4, 5, 7, 10, 14]"
44,13:43,14:30,"[8, 12, 14, 20]","[5, 9, 10, 14, 17]"
45,14:54,12:38,"[1, 7, 15]","[5, 9, 13, 14, 18]"
46,17:29,15:01,"[4, 8, 11]","[2, 4, 7, 20]"
47,14:17,12:43,"[1, 4, 8, 20]","[5, 12, 14]"
48,14:23,12:04,"[1, 11, 14, 19]","[1, 2, 8, 11, 15, 18]"
49,17:38,16:32,"[3, 13, 17]","[2, 8, 11, 20]"
50,13:39,13:21,"[13, 14, 15]","[3, 7, 13]"
51,13:16,14:02,"[5, 6, 7, 8, 9, 15]","[3, 6, 11, 12, 13, 18]"
52,16:24,16:35,"[6, 13, 16]","[5, 7, 15, 18, 19, 20]"
53,16:15,14:33,"[6, 9, 13, 16]","[1, 3, 7, 10, 14, 20]"
54,17:27,15:30,"[4, 10, 13, 17]","[4, 7, 10, 13, 19]"
55,15:10,11:36,"[3, 9, 11, 17, 19, 20]","[8, 11, 18, 19, 20]"
56,16:10,16:40,"[6, 17, 19]","[1, 4, 16, 19, 20]"
57,13:16,12:07,"[6, 8, 10, 13, 14]","[1, 11, 17]"
58,16:05,14:27,"[1, 6, 10, 13, 14, 20]","[5, 9, 15, 16, 18]"
59,12:32,11:20,"[2, 7, 12]","[8, 11, 13]"
60,16:24,11:02,"[1, 6, 12, 15, 16]","[1, 3, 8, 17]"
61,13:27,16:26,"[1, 7, 20]","[2, 4, 8, 9, 13]"
62,11:10,13:50,"[6, 7, 8, 15]","[8, 12, 14, 16]"
63,15:24,15:40,"[2, 10, 11]","[4, 8, 12, 13, 16]"
64,12:45,13:56,"[2, 8, 12, 13]","[2, 4, 10, 17]"
65,15:20,12:12,"[3, 4, 10, 14, 17]","[3, 6, 8, 17, 18]"
66,13:54,14:39,"[1, 3, 4, 14]","[4, 7, 13, 14, 16, 19]"
67,11:29,12:01,"[2, 6, 8, 11, 13, 14]","[1, 11, 17]"
68,16:56,17:22,"[5, 6, 8]","[2, 5, 8, 9]"
69,12:46,13:41,"[6, 13, 18]","[1, 3, 4, 11]"
70,14:38,16:10,"[6, 7, 10, 13]","[2, 8, 14, 16, 18, 19]"
71,14:45,12:05,"[1, 6, 10, 12, 20]","[8, 15, 16, 18, 19]"
72,16:46,13:58,"[1, 2, 10, 12, 16]","[2, 5, 8, 16]"
73,16:23,11:12,"[1, 4, 9]","[9, 15, 18, 19, 20]"
74,11:59,16:10,"[6, 7, 13, 14, 15, 16]","[2, 8, 9, 10, 11, 12]"
75,13:04,16:07,"[3, 5, 7, 14, 19, 20]","[3, 4, 5, 10, 18, 20]"
76,17:34,16:49,"[14, 15, 16, 17, 19]","[8, 13, 20]"
77,17:31,12:11,"[6, 11, 20]","[2, 7, 11, 12, 17, 18]"
78,14:54,16:18,"[2, 3, 4]","[5, 8, 14]"
79,16:46,14:45,"[1, 2, 10, 14, 20]","[11, 14, 15, 16, 18, 19]"
80,16:18,13:06,"[2, 12, 15, 20]","[2, 5, 7, 9, 13, 15]"
81,13:26,16:16,"[3, 6, 7, 14, 16, 20]","[4, 8, 9]"
82,12:59,14:00,"[2, 3, 4, 9, 12, 16]","[10, 17, 19]"
83,15:18,16:23,"[3, 10, 13, 16, 18, 19]","[1, 4, 12, 15, 17]"
84,14:29,13:53,"[3, 11, 13, 15, 16]","[6, 8, 9, 17, 18, 20]"
85,14:33,12:15,"[5, 7, 9, 10]","[3, 4, 7, 8, 11, 16]"
86,14:25,16:57,"[3, 4, 19]","[3, 13, 14]"
87,15:58,14:37,"[1, 7, 10]","[2, 3, 9, 12, 20]"
88,11:08,11:38,"[6, 11, 18]","[5, 7, 9, 18]"
89,11:03,14:52,"[3, 6, 19]","[4, 5, 13, 15, 19, 20]"
90,15:23,15:24,"[1, 3, 5, 6, 10]","[1, 11, 14, 16]"
91,15:15,13:10,"[5, 10, 11, 13]","[2, 9, 18, 19]"
92,12:24,14:01,"[5, 8, 15]","[7, 16, 18]"
93,12:26,14:31,"[4, 7, 11, 15]","[3, 4, 13, 18]"
94,11:12,16:35,"[1, 4, 5, 10, 16, 19]","[3, 4, 9, 16]"
95,16:19,16:07,"[3, 13, 20]","[1, 7, 9]"
96,15:34,15:58,"[3, 9, 10, 11, 19]","[5, 7, 8, 18]"
97,13:55,16:20,"[3, 9, 18]","[5, 7, 9, 18, 19]"
98,12:46,16:11,"[10, 12, 13, 16, 18]","[8, 9, 15, 17, 18]"
99,13:19,11:53,"[2, 10, 12, 13, 15, 19]","[3, 8, 9, 11, 12, 14]"
100,16:53,16:15,"[6, 11, 13, 15, 20]","[4, 15, 16, 18, 19]"
