student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,15:56,17:22,"[2, 3, 4, 6, 20]","[11, 12, 18]"
2,13:47,16:55,"[11, 14, 15, 17, 19]","[5, 15, 18]"
3,13:36,15:41,"[3, 10, 13, 14]","[4, 5, 7, 10, 17]"
4,12:17,17:02,"[3, 4, 9, 12, 13, 20]","[1, 2, 3, 4, 5, 7]"
5,13:00,11:27,"[5, 8, 9, 16]","[3, 9, 11, 18]"
6,12:03,12:20,"[2, 9, 14, 17]","[3, 4, 10]"
7,11:11,14:06,"[5, 7, 9, 13, 16, 18]","[6, 7, 9, 13, 14]"
8,14:17,11:19,"[9, 14, 16, 19]","[3, 12, 17, 18, 19]"
9,12:30,13:44,"[2, 3, 13, 14, 15]","[1, 4, 5, 7, 12, 16]"
10,16:32,16:26,"[8, 9, 13, 15, 20]","[2, 4, 5, 10, 18]"
11,17:27,16:08,"[2, 15, 16, 17]","[7, 11, 18, 19, 20]"
12,14:08,13:03,"[3, 4, 6, 13, 18]","[3, 5, 15, 18]"
13,15:44,17:04,"[4, 11, 13, 16, 18, 19]","[9, 13, 17, 20]"
14,11:06,12:31,"[2, 3, 6, 8, 16]","[1, 3, 5, 9, 10]"
15,14:01,16:36,"[4, 7, 10, 12, 19]","[1, 4, 16, 19]"
16,12:40,14:10,"[10, 18, 19]","[1, 4, 12, 18]"
17,12:18,12:54,"[10, 13, 18, 19]","[1, 9, 10, 13, 16]"
18,17:33,14:15,"[2, 5, 6, 16, 17, 19]","[7, 11, 19, 20]"
19,13:11,13:06,"[10, 11, 12, 13, 15]","[2, 3, 5, 11, 13]"
20,14:25,11:01,"[6, 7, 12, 15, 16]","[5, 8, 9, 10, 11, 14]"
21,15:16,15:13,"[4, 5, 11, 12, 15]","[1, 12, 16]"
22,16:45,15:28,"[1, 3, 4, 6, 7, 9]","[4, 5, 6, 10, 16]"
23,16:32,12:04,"[4, 12, 14, 15, 17, 19]","[2, 6, 8, 10, 12, 17]"
24,13:38,14:38,"[6, 8, 9, 10, 15, 16]","[4, 7, 8, 11, 15, 17]"
25,12:59,11:04,"[4, 5, 9, 14, 18]","[2, 4, 9, 10, 12, 15]"
26,13:25,17:32,"[2, 9, 12]","[4, 9, 10, 16]"
27,16:44,13:22,"[11, 18, 20]","[4, 7, 13]"
28,17:38,17:11,"[1, 9, 14, 15, 20]","[3, 4, 6, 7, 9]"
29,13:53,13:12,"[3, 9, 14, 17]","[3, 12, 13]"
30,12:01,15:58,"[1, 3, 6, 10, 12]","[1, 11, 17, 20]"
31,12:46,11:02,"[3, 6, 7, 12, 14, 18]","[3, 4, 9, 13]"
32,17:30,11:03,"[2, 3, 9, 10, 12, 18]","[8, 10, 14]"
33,17:00,12:22,"[1, 6, 7]","[4, 9, 10, 15, 16]"
34,17:10,15:47,"[10, 14, 17]","[5, 8, 11, 12, 13]"
35,17:05,11:37,"[1, 12, 14]","[3, 11, 14, 15, 18]"
36,12:51,12:26,"[2, 10, 12, 16]","[3, 8, 14, 17, 19]"
37,16:34,11:54,"[1, 3, 4, 7, 12]","[6, 11, 18, 19]"
38,16:41,15:14,"[1, 7, 10, 13]","[1, 4, 6, 7, 8, 11]"
39,11:04,16:48,"[5, 8, 12, 17, 18]","[4, 6, 13, 19]"
40,14:00,13:07,"[5, 8, 9, 17, 19, 20]","[11, 16, 17, 19]"
41,13:30,14:53,"[2, 6, 8, 15, 20]","[7, 9, 10, 17]"
42,17:33,15:10,"[2, 7, 11, 18]","[1, 7, 11, 13, 14]"
43,13:23,17:17,"[7, 13, 14, 16, 17]","[7, 8, 11, 13, 14, 20]"
44,11:55,15:01,"[2, 3, 11, 13, 14, 15]","[4, 5, 7, 12, 15, 19]"
45,13:40,17:31,"[3, 5, 6, 14, 17, 18]","[10, 11, 13, 15, 17, 18]"
46,13:50,16:08,"[7, 8, 10, 18, 20]","[12, 18, 19]"
47,14:15,13:53,"[1, 9, 16, 20]","[2, 7, 10, 11]"
48,14:16,14:17,"[9, 14, 16, 17, 19]","[1, 3, 8, 18]"
49,14:36,14:03,"[1, 4, 7, 13, 14, 19]","[3, 6, 11, 20]"
50,13:49,17:25,"[7, 12, 13, 14]","[5, 15, 18, 20]"
51,16:20,15:55,"[5, 10, 12, 16]","[1, 3, 16, 18]"
52,13:21,11:09,"[2, 3, 9, 18]","[1, 9, 17, 20]"
53,12:54,13:04,"[4, 7, 10, 11, 12]","[9, 13, 16]"
54,14:29,13:25,"[3, 5, 9, 12, 16, 19]","[1, 9, 10]"
55,16:56,12:20,"[6, 13, 16, 20]","[1, 2, 5, 10, 14, 19]"
56,11:05,16:48,"[16, 17, 18]","[2, 12, 15, 16]"
57,11:46,16:57,"[6, 8, 9, 13, 14, 18]","[10, 16, 17]"
58,17:30,16:55,"[12, 14, 16]","[2, 5, 8, 10, 16]"
59,16:02,11:59,"[1, 2, 10, 17]","[3, 7, 15, 18]"
60,17:35,16:50,"[1, 5, 12]","[3, 11, 14, 20]"
61,15:43,14:04,"[2, 7, 10, 14, 17]","[6, 8, 9, 10, 15, 16]"
62,16:54,12:26,"[2, 9, 20]","[7, 9, 10, 15, 20]"
63,16:19,14:43,"[2, 3, 7, 13, 14, 18]","[6, 8, 12, 16]"
