Day,Time,Event,len(Queue)
1,11:03,Student 80 arrives Art Fair,NA
1,11:04,Student 80 arrives at booth 2,1
1,11:08,Student 80 departs at booth 2,0
1,11:09,Student 3 arrives Art Fair,NA
1,11:10,Student 65 arrives Art Fair,NA
1,11:11,Student 3 arrives at booth 3,1
1,11:12,Student 80 arrives at booth 10,1
1,11:13,Student 65 arrives at booth 6,1
1,11:14,Student 34 arrives Art Fair,NA
1,11:15,Student 3 departs at booth 3,0
1,11:15,Student 65 departs at booth 6,0
1,11:15,Student 80 departs at booth 10,0
1,11:16,Student 34 arrives at booth 3,1
1,11:17,Student 3 arrives at booth 7,1
1,11:18,Student 31 arrives Art Fair,NA
1,11:20,Student 31 arrives at booth 3,1
1,11:20,Student 65 arrives at booth 15,1
1,11:20,Student 80 arrives at booth 19,1
1,11:20,Student 34 departs at booth 3,1
1,11:20,Student 3 departs at booth 7,0
1,11:20,Student 34 arrives at booth 4,1
1,11:21,Student 34 departs at booth 4,0
1,11:23,Student 3 arrives at booth 13,1
1,11:24,Student 31 departs at booth 3,0
1,11:24,Student 80 departs at booth 19,0
1,11:24,Student 31 arrives at booth 4,1
1,11:25,Student 80 departs Art Fair,NA
1,11:25,Student 31 departs at booth 4,0
1,11:27,Student 34 arrives at booth 16,1
1,11:27,Student 65 departs at booth 15,0
1,11:28,Student 10 arrives Art Fair,NA
1,11:28,Student 65 arrives at booth 17,1
1,11:29,Student 10 arrives at booth 2,1
1,11:29,Student 31 arrives at booth 11,1
1,11:30,Student 82 arrives Art Fair,NA
1,11:30,Student 31 departs at booth 11,0
1,11:31,Student 82 arrives at booth 1,1
1,11:31,Student 99 arrives Art Fair,NA
1,11:32,Student 99 arrives at booth 2,1
1,11:32,Student 82 departs at booth 1,0
1,11:32,Student 34 departs at booth 16,0
1,11:33,Student 31 arrives at booth 17,1
1,11:33,Student 34 arrives at booth 17,2
1,11:33,Student 82 arrives at booth 4,1
1,11:33,Student 95 arrives Art Fair,NA
1,11:33,Student 10 departs at booth 2,1
1,11:33,Student 3 departs at booth 13,0
1,11:34,Student 3 arrives at booth 16,1
1,11:34,Student 82 departs at booth 4,0
1,11:35,Student 82 arrives at booth 2,1
1,11:36,Student 10 arrives at booth 8,1
1,11:36,Student 87 arrives Art Fair,NA
1,11:37,Student 13 arrives Art Fair,NA
1,11:37,Student 67 arrives Art Fair,NA
1,11:37,Student 87 arrives at booth 1,1
1,11:37,Student 95 arrives at booth 8,1
