student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,11:57,15:11,"[6, 8, 9, 16, 18, 19]","[6, 11, 16, 17, 20]"
2,13:58,11:18,"[3, 10, 14, 15, 17]","[2, 9, 14, 16, 20]"
3,12:46,12:14,"[8, 11, 18]","[2, 3, 4, 7, 10, 11]"
4,16:59,11:29,"[4, 8, 9, 11, 12, 17]","[1, 11, 12]"
5,13:36,13:41,"[10, 13, 17, 18]","[2, 4, 6, 12, 13]"
6,17:03,15:22,"[3, 4, 18]","[1, 3, 4, 5, 11]"
7,13:15,14:43,"[2, 7, 9, 12, 13, 14]","[12, 15, 16, 19, 20]"
8,13:59,12:59,"[1, 3, 10, 15, 16, 18]","[12, 13, 16]"
9,13:44,17:20,"[1, 4, 8]","[6, 11, 15, 16, 18]"
10,13:55,12:34,"[2, 3, 10, 16, 20]","[9, 14, 15, 16, 17]"
11,11:36,17:02,"[1, 13, 16, 20]","[4, 6, 10, 11, 13, 20]"
12,11:39,14:36,"[6, 12, 14, 20]","[2, 11, 12, 14, 17, 19]"
13,14:39,11:01,"[1, 3, 8, 9, 16, 19]","[1, 3, 4, 7, 19, 20]"
14,16:35,12:56,"[14, 17, 19]","[1, 3, 5, 12, 14, 15]"
15,16:35,12:16,"[1, 2, 7, 19]","[4, 8, 11, 18]"
16,17:25,14:06,"[3, 12, 16]","[1, 10, 16]"
17,16:33,15:36,"[10, 11, 17, 20]","[4, 5, 11, 13, 16]"
18,17:22,16:04,"[3, 7, 9, 15, 17]","[4, 5, 6, 7, 9, 14]"
19,13:10,12:27,"[5, 16, 17, 18]","[1, 3, 5, 8, 11, 15]"
20,13:02,15:28,"[6, 8, 9, 11, 12]","[1, 10, 20]"
21,14:22,14:10,"[13, 15, 16, 19, 20]","[2, 6, 8, 9, 10]"
22,15:40,14:35,"[1, 3, 12, 13]","[2, 4, 7, 8, 11, 13]"
23,11:07,14:20,"[5, 6, 8, 13, 17]","[3, 7, 16, 20]"
24,15:01,12:49,"[7, 10, 14]","[8, 10, 13, 14, 15, 19]"
25,11:55,17:29,"[4, 6, 12, 13, 15]","[2, 4, 6, 7, 9, 13]"
26,15:44,12:25,"[6, 11, 14, 16]","[4, 5, 8, 14, 17, 19]"
27,14:37,17:37,"[3, 13, 17]","[4, 15, 17, 19]"
28,14:52,15:28,"[1, 4, 13, 15, 16, 19]","[6, 7, 10, 17, 18]"
29,13:38,15:30,"[10, 14, 18, 20]","[1, 8, 9, 10, 14, 15]"
30,11:08,13:45,"[1, 6, 7, 10, 16]","[2, 8, 9, 10, 15, 20]"
31,16:47,14:12,"[4, 12, 14, 17]","[1, 7, 8, 11, 14]"
32,15:17,17:34,"[9, 11, 18, 19, 20]","[1, 4, 9, 10, 12]"
33,17:01,12:27,"[1, 2, 6, 7, 10, 17]","[4, 11, 12, 14, 17]"
34,14:49,16:21,"[8, 9, 12]","[1, 2, 3, 16, 18, 20]"
35,13:30,13:24,"[9, 10, 15]","[3, 6, 11, 14, 20]"
36,15:51,16:48,"[5, 10, 13]","[5, 6, 15]"
37,14:31,15:04,"[10, 11, 12]","[1, 10, 19]"
38,14:58,15:09,"[3, 6, 14, 18, 19]","[5, 6, 11, 19]"
39,15:43,13:59,"[5, 6, 8, 14, 16]","[6, 10, 19]"
40,14:47,12:27,"[4, 7, 14, 16, 18]","[1, 6, 7, 20]"
41,13:00,12:30,"[9, 11, 18]","[6, 9, 11, 12, 16, 20]"
42,15:45,16:16,"[1, 3, 4, 6, 18]","[5, 6, 18]"
43,14:18,16:46,"[4, 13, 16, 18]","[1, 7, 18, 19, 20]"
44,16:31,16:02,"[1, 12, 13, 14, 18]","[1, 3, 7, 15]"
45,17:22,16:09,"[5, 10, 16]","[7, 11, 12, 17]"
46,13:30,13:26,"[5, 7, 19]","[4, 5, 7, 8, 11, 18]"
47,14:07,12:46,"[2, 4, 5, 7, 8, 18]","[3, 13, 15, 16]"
48,12:14,15:10,"[9, 12, 13, 19]","[1, 11, 17]"
49,12:18,11:49,"[3, 7, 12]","[4, 5, 7, 8, 9]"
50,13:45,13:18,"[4, 5, 12, 14, 18]","[2, 18, 20]"
51,15:44,15:05,"[1, 4, 13, 14, 18]","[9, 11, 12, 13]"
52,16:49,16:15,"[4, 8, 11, 12, 17]","[1, 4, 6, 13]"
53,12:38,13:49,"[9, 10, 18]","[1, 6, 17]"
54,13:27,11:17,"[13, 14, 15, 16, 19]","[3, 7, 9, 16]"
55,17:02,16:49,"[13, 17, 20]","[5, 12, 13, 14]"
56,14:57,16:11,"[2, 6, 18]","[4, 10, 11, 13, 20]"
57,14:07,12:08,"[6, 7, 10, 12, 19]","[2, 3, 8, 13, 17, 18]"
58,13:38,16:26,"[6, 17, 18]","[9, 10, 17]"
59,15:07,15:46,"[6, 8, 19]","[1, 13, 19]"
60,12:59,15:58,"[6, 12, 13, 20]","[1, 12, 14, 20]"
61,12:36,15:49,"[1, 5, 15, 19]","[3, 7, 12]"
62,17:21,11:23,"[6, 15, 19]","[1, 11, 16, 20]"
63,14:14,12:44,"[5, 9, 11]","[9, 12, 18]"
64,13:41,11:03,"[5, 6, 14, 15]","[1, 2, 5, 9, 16]"
65,16:36,14:53,"[1, 3, 7, 12, 16, 19]","[3, 4, 6, 16]"
66,14:20,13:07,"[4, 6, 11]","[2, 5, 11, 15, 20]"
67,12:43,17:21,"[1, 2, 5, 6, 17, 20]","[6, 13, 19, 20]"
68,13:54,11:20,"[3, 6, 10, 15, 17]","[12, 14, 15, 18, 19]"
69,11:54,16:17,"[3, 5, 13, 15, 16, 19]","[7, 12, 14]"
70,13:36,14:51,"[7, 10, 13, 17]","[1, 6, 11, 12, 18]"
71,14:40,17:22,"[1, 3, 12, 13, 20]","[4, 5, 9, 11, 14]"
72,17:37,14:17,"[9, 13, 16, 20]","[2, 4, 7, 12]"
73,15:04,13:49,"[3, 7, 11, 12, 13]","[3, 4, 12, 13, 14]"
74,16:37,11:43,"[1, 4, 6, 10, 11, 13]","[2, 5, 6, 10, 12, 20]"
75,17:35,12:35,"[2, 5, 13, 14, 17, 19]","[2, 5, 9, 12, 14, 16]"
76,12:31,13:51,"[8, 11, 14, 20]","[1, 2, 6, 12, 14]"
77,11:08,17:36,"[7, 12, 16]","[5, 8, 10, 13, 18, 19]"
78,16:44,16:14,"[9, 12, 13]","[2, 3, 8, 14]"
79,14:33,12:17,"[8, 9, 20]","[3, 4, 15]"
80,13:40,14:54,"[4, 6, 9, 16, 19]","[3, 4, 7, 8, 12, 18]"
81,15:12,13:05,"[1, 3, 8, 10, 11, 19]","[1, 3, 6, 13, 17]"
82,13:31,12:25,"[6, 18, 19]","[2, 9, 15]"
83,17:05,17:19,"[3, 4, 13, 15]","[2, 8, 13]"
84,15:04,14:30,"[1, 6, 14, 15]","[4, 8, 11, 13, 15]"
85,12:34,13:55,"[2, 6, 10, 18]","[2, 3, 7, 8, 10, 16]"
86,16:15,11:33,"[1, 6, 7, 8, 13, 20]","[1, 5, 14, 15, 19]"
87,16:24,16:05,"[2, 5, 10, 13, 16]","[5, 6, 7, 10, 13]"
88,16:43,16:24,"[3, 9, 10, 11, 19]","[2, 5, 7, 9, 15]"
89,13:00,13:53,"[1, 4, 11]","[1, 4, 7, 13, 14, 19]"
90,12:53,16:33,"[2, 5, 6, 7, 12, 18]","[9, 10, 17, 18]"
91,14:28,12:02,"[4, 6, 19]","[3, 4, 8, 14, 16, 20]"
92,13:59,11:51,"[11, 12, 13, 15, 19]","[4, 13, 15, 18, 20]"
93,17:22,15:45,"[6, 9, 13, 14, 18]","[3, 8, 9, 16]"
94,15:38,11:57,"[1, 12, 17, 18]","[4, 10, 16, 17, 19, 20]"
95,12:50,15:19,"[1, 8, 9, 12, 15, 17]","[5, 6, 10, 14, 16, 17]"
96,14:49,12:07,"[3, 4, 10, 11, 14, 15]","[6, 13, 16]"
97,17:03,16:22,"[1, 8, 11, 19]","[1, 5, 12, 18, 20]"
98,15:45,13:56,"[1, 5, 9, 10, 18]","[1, 11, 12]"
99,16:32,16:20,"[14, 18, 19]","[6, 7, 15, 16, 17]"
100,11:34,17:06,"[11, 17, 18, 19]","[8, 9, 14]"
