Day,Time,Event,len(Queue)
1,11:05,Student 47 arrives Art Fair,NA
1,11:06,Student 84 arrives Art Fair,NA
1,11:06,Student 100 arrives Art Fair,NA
1,11:07,Student 47 arrives at booth 4,1
1,11:08,Student 84 arrives at booth 4,1
1,11:08,Student 100 arrives at booth 3,1
1,11:08,Student 47 departs at booth 4,1
1,11:09,Student 47 arrives at booth 5,1
1,11:09,Student 84 departs at booth 4,0
1,11:10,Student 100 departs at booth 3,0
1,11:12,Student 100 arrives at booth 7,1
1,11:12,Student 47 departs at booth 5,0
1,11:16,Student 22 arrives Art Fair,NA
1,11:16,Student 47 arrives at booth 13,1
1,11:16,Student 84 arrives at booth 17,1
1,11:17,Student 22 arrives at booth 1,1
1,11:17,Student 84 departs at booth 17,0
1,11:17,Student 84 arrives at booth 18,1
1,11:18,Student 22 departs at booth 1,0
1,11:18,Student 100 departs at booth 7,0
1,11:20,Student 100 arrives at booth 12,1
1,11:20,Student 47 departs at booth 13,0
1,11:21,Student 58 arrives Art Fair,NA
1,11:21,Student 84 departs at booth 18,0
1,11:22,Student 6 arrives Art Fair,NA
1,11:22,Student 22 arrives at booth 10,1
1,11:22,Student 47 arrives at booth 17,1
1,11:22,Student 81 arrives Art Fair,NA
1,11:23,Student 81 arrives at booth 1,1
1,11:23,Student 84 departs Art Fair,NA
1,11:23,Student 47 departs at booth 17,0
1,11:24,Student 6 arrives at booth 4,1
1,11:24,Student 47 arrives at booth 19,1
1,11:24,Student 81 departs at booth 1,0
1,11:24,Student 100 departs at booth 12,0
1,11:25,Student 100 arrives at booth 14,1
1,11:25,Student 6 departs at booth 4,0
1,11:27,Student 100 departs at booth 14,0
1,11:27,Student 47 departs at booth 19,0
1,11:27,Student 47 arrives at booth 20,1
1,11:28,Student 6 arrives at booth 10,1
1,11:28,Student 58 arrives at booth 13,1
1,11:28,Student 100 arrives at booth 15,1
1,11:28,Student 22 departs at booth 10,1
1,11:29,Student 66 arrives Art Fair,NA
1,11:29,Student 81 arrives at booth 11,1
1,11:29,Student 100 departs at booth 15,0
1,11:30,Student 22 arrives at booth 13,1
1,11:31,Student 81 departs at booth 11,0
1,11:32,Student 81 arrives at booth 10,1
1,11:32,Student 100 departs Art Fair,NA
1,11:32,Student 58 departs at booth 13,1
1,11:33,Student 58 arrives at booth 15,1
1,11:33,Student 47 departs at booth 20,0
1,11:34,Student 47 departs Art Fair,NA
1,11:34,Student 66 arrives at booth 9,1
1,11:34,Student 6 departs at booth 10,1
1,11:34,Student 58 departs at booth 15,0
1,11:35,Student 58 arrives at booth 17,1
1,11:35,Student 96 arrives Art Fair,NA
1,11:36,Student 22 departs at booth 13,0
1,11:36,Student 58 departs at booth 17,0
1,11:37,Student 6 arrives at booth 16,1
1,11:37,Student 22 arrives at booth 15,1
1,11:37,Student 96 arrives at booth 3,1
1,11:38,Student 58 departs Art Fair,NA
1,11:38,Student 22 departs at booth 15,0
1,11:39,Student 96 departs at booth 3,0
1,11:40,Student 96 arrives at booth 6,1
1,11:40,Student 81 departs at booth 10,0
1,11:41,Student 22 departs Art Fair,NA
1,11:41,Student 96 departs at booth 6,0
1,11:41,Student 6 departs at booth 16,0
1,11:43,Student 6 arrives at booth 19,1
1,11:43,Student 81 arrives at booth 4,1
1,11:43,Student 96 arrives at booth 10,1
1,11:44,Student 81 departs at booth 4,0
1,11:44,Student 66 departs at booth 9,0
1,11:45,Student 24 arrives Art Fair,NA
1,11:45,Student 66 arrives at booth 12,1
1,11:46,Student 24 arrives at booth 1,1
1,11:46,Student 81 departs Art Fair,NA
1,11:46,Student 6 departs at booth 19,0
1,11:47,Student 6 departs Art Fair,NA
1,11:47,Student 33 arrives Art Fair,NA
1,11:47,Student 24 departs at booth 1,0
1,11:48,Student 33 arrives at booth 2,1
1,11:49,Student 96 departs at booth 10,0
1,11:49,Student 66 departs at booth 12,0
1,11:50,Student 66 arrives at booth 13,1
1,11:51,Student 24 arrives at booth 9,1
1,11:52,Student 35 arrives Art Fair,NA
1,11:52,Student 49 arrives Art Fair,NA
1,11:53,Student 49 arrives at booth 2,1
1,11:53,Student 96 arrives at booth 18,1
1,11:54,Student 66 departs at booth 13,0
1,11:55,Student 7 arrives Art Fair,NA
1,11:56,Student 33 departs at booth 2,1
1,11:57,Student 35 arrives at booth 10,1
1,11:57,Student 39 arrives Art Fair,NA
1,11:57,Student 53 arrives Art Fair,NA
1,11:57,Student 66 arrives at booth 20,1
1,11:57,Student 96 departs at booth 18,0
1,11:57,Student 96 arrives at booth 17,1
1,11:58,Student 7 arrives at booth 5,1
1,11:58,Student 33 arrives at booth 6,1
1,11:58,Student 39 arrives at booth 1,1
1,11:58,Student 96 departs at booth 17,0
1,11:59,Student 53 arrives at booth 3,1
1,11:59,Student 39 departs at booth 1,0
1,11:59,Student 33 departs at booth 6,0
1,11:59,Student 39 arrives at booth 2,1
