Day,Time,Event,len(Queue)
1,11:09,Student 53 arrives Art Fair,NA
1,11:10,Student 4 arrives Art Fair,NA
1,11:10,Student 53 arrives at booth 1,1
1,11:11,Student 2 arrives Art Fair,NA
1,11:11,Student 63 arrives Art Fair,NA
1,11:12,Student 63 arrives at booth 2,1
1,11:13,Student 2 arrives at booth 4,1
1,11:13,Student 4 arrives at booth 5,1
1,11:13,Student 84 arrives Art Fair,NA
1,11:14,Student 1 arrives Art Fair,NA
1,11:14,Student 2 departs at booth 4,0
1,11:14,Student 4 departs at booth 5,0
1,11:15,Student 1 arrives at booth 1,1
1,11:15,Student 63 departs at booth 2,0
1,11:16,Student 2 arrives at booth 8,1
1,11:17,Student 63 arrives at booth 6,1
1,11:17,Student 84 arrives at booth 7,1
1,11:18,Student 88 arrives Art Fair,NA
1,11:19,Student 4 arrives at booth 15,1
1,11:19,Student 2 departs at booth 8,0
1,11:20,Student 53 departs at booth 1,1
1,11:21,Student 2 arrives at booth 12,1
1,11:21,Student 53 arrives at booth 4,1
1,11:21,Student 68 arrives Art Fair,NA
1,11:21,Student 88 arrives at booth 6,1
1,11:21,Student 84 departs at booth 7,0
1,11:22,Student 84 arrives at booth 9,1
1,11:22,Student 93 arrives Art Fair,NA
1,11:22,Student 53 departs at booth 4,0
1,11:22,Student 63 departs at booth 6,1
1,11:23,Student 63 arrives at booth 7,1
1,11:23,Student 68 arrives at booth 3,1
1,11:23,Student 93 arrives at booth 1,1
1,11:25,Student 84 departs at booth 9,0
1,11:25,Student 4 departs at booth 15,0
1,11:25,Student 84 arrives at booth 10,1
1,11:26,Student 53 arrives at booth 11,1
1,11:26,Student 83 arrives Art Fair,NA
1,11:27,Student 4 arrives at booth 20,1
1,11:27,Student 83 arrives at booth 2,1
1,11:27,Student 95 arrives Art Fair,NA
1,11:27,Student 88 departs at booth 6,0
1,11:27,Student 63 departs at booth 7,0
1,11:27,Student 63 arrives at booth 8,1
1,11:28,Student 2 departs at booth 12,0
1,11:29,Student 2 arrives at booth 13,1
1,11:29,Student 95 arrives at booth 3,1
1,11:29,Student 53 departs at booth 11,0
1,11:30,Student 1 departs at booth 1,1
1,11:30,Student 83 departs at booth 2,0
1,11:30,Student 63 departs at booth 8,0
1,11:30,Student 84 departs at booth 10,0
1,11:31,Student 88 arrives at booth 13,1
1,11:32,Student 53 arrives at booth 17,1
1,11:32,Student 84 arrives at booth 13,2
1,11:32,Student 68 departs at booth 3,1
1,11:33,Student 29 arrives Art Fair,NA
1,11:33,Student 2 departs at booth 13,2
1,11:34,Student 1 arrives at booth 9,1
1,11:34,Student 2 arrives at booth 16,1
1,11:34,Student 29 arrives at booth 2,1
1,11:34,Student 63 arrives at booth 15,1
1,11:34,Student 68 arrives at booth 7,1
1,11:36,Student 4 departs at booth 20,0
1,11:37,Student 4 departs Art Fair,NA
1,11:37,Student 97 arrives Art Fair,NA
1,11:37,Student 29 departs at booth 2,0
1,11:37,Student 1 departs at booth 9,0
1,11:37,Student 88 departs at booth 13,1
1,11:38,Student 1 arrives at booth 12,1
1,11:38,Student 68 departs at booth 7,0
