Day,Time,Event,len(Queue)
1,11:06,Student 62 arrives Art Fair,NA
1,11:07,Student 62 arrives at booth 1,1
1,11:11,Student 46 arrives Art Fair,NA
1,11:11,Student 62 departs at booth 1,0
1,11:11,Student 62 arrives at booth 2,1
1,11:12,Student 16 arrives Art Fair,NA
1,11:13,Student 45 arrives Art Fair,NA
1,11:13,Student 62 departs at booth 2,0
1,11:14,Student 6 arrives Art Fair,NA
1,11:14,Student 16 arrives at booth 3,1
1,11:15,Student 62 arrives at booth 5,1
1,11:16,Student 6 arrives at booth 4,1
1,11:16,Student 46 arrives at booth 9,1
1,11:16,Student 16 departs at booth 3,0
1,11:17,Student 16 arrives at booth 6,1
1,11:18,Student 6 departs at booth 4,0
1,11:18,Student 16 departs at booth 6,0
1,11:19,Student 14 arrives Art Fair,NA
1,11:20,Student 6 arrives at booth 7,1
1,11:20,Student 16 arrives at booth 10,1
1,11:22,Student 45 arrives at booth 18,1
1,11:22,Student 46 departs at booth 9,0
1,11:23,Student 46 arrives at booth 11,1
1,11:24,Student 62 departs at booth 5,0
1,11:25,Student 14 arrives at booth 11,1
1,11:25,Student 6 departs at booth 7,0
1,11:26,Student 6 arrives at booth 9,1
1,11:26,Student 16 departs at booth 10,0
1,11:27,Student 62 arrives at booth 11,2
1,11:28,Student 16 arrives at booth 13,1
1,11:31,Student 46 departs at booth 11,2
1,11:31,Student 46 arrives at booth 12,1
1,11:32,Student 6 departs at booth 9,0
1,11:32,Student 46 departs at booth 12,0
1,11:32,Student 45 departs at booth 18,0
1,11:32,Student 6 arrives at booth 10,1
1,11:33,Student 45 arrives at booth 19,1
1,11:34,Student 46 arrives at booth 16,1
1,11:38,Student 6 departs at booth 10,0
1,11:38,Student 16 departs at booth 13,0
1,11:39,Student 16 arrives at booth 15,1
1,11:39,Student 14 departs at booth 11,1
1,11:40,Student 6 arrives at booth 14,1
1,11:40,Student 37 arrives Art Fair,NA
1,11:40,Student 99 arrives Art Fair,NA
1,11:40,Student 45 departs at booth 19,0
1,11:40,Student 45 arrives at booth 20,1
1,11:41,Student 37 arrives at booth 1,1
1,11:41,Student 16 departs at booth 15,0
1,11:42,Student 16 arrives at booth 17,1
1,11:42,Student 99 arrives at booth 3,1
1,11:42,Student 6 departs at booth 14,0
1,11:42,Student 45 departs at booth 20,0
1,11:43,Student 14 arrives at booth 20,1
1,11:43,Student 34 arrives Art Fair,NA
1,11:43,Student 45 departs Art Fair,NA
1,11:44,Student 34 arrives at booth 1,1
1,11:44,Student 99 departs at booth 3,0
1,11:44,Student 46 departs at booth 16,0
1,11:44,Student 16 departs at booth 17,0
1,11:45,Student 6 arrives at booth 19,1
1,11:45,Student 99 arrives at booth 6,1
1,11:45,Student 37 departs at booth 1,1
1,11:45,Student 14 departs at booth 20,0
1,11:46,Student 16 departs Art Fair,NA
1,11:46,Student 37 arrives at booth 3,1
1,11:46,Student 49 arrives Art Fair,NA
1,11:46,Student 99 departs at booth 6,0
1,11:47,Student 14 arrives at booth 15,1
1,11:47,Student 46 departs Art Fair,NA
1,11:47,Student 49 arrives at booth 2,1
1,11:47,Student 99 arrives at booth 8,1
1,11:47,Student 62 departs at booth 11,0
1,11:48,Student 9 arrives Art Fair,NA
1,11:48,Student 37 departs at booth 3,0
1,11:49,Student 34 departs at booth 1,0
1,11:49,Student 49 departs at booth 2,0
1,11:49,Student 99 departs at booth 8,0
1,11:49,Student 14 departs at booth 15,0
1,11:50,Student 9 arrives at booth 3,1
1,11:50,Student 62 arrives at booth 17,1
1,11:51,Student 77 arrives Art Fair,NA
1,11:51,Student 99 arrives at booth 11,1
1,11:52,Student 3 arrives Art Fair,NA
1,11:52,Student 14 departs Art Fair,NA
1,11:52,Student 49 arrives at booth 8,1
1,11:52,Student 9 departs at booth 3,0
1,11:52,Student 62 departs at booth 17,0
1,11:52,Student 6 departs at booth 19,0
1,11:52,Student 9 arrives at booth 4,1
1,11:53,Student 3 arrives at booth 1,1
1,11:53,Student 6 departs Art Fair,NA
1,11:53,Student 62 arrives at booth 20,1
1,11:54,Student 37 arrives at booth 15,1
1,11:54,Student 9 departs at booth 4,0
1,11:54,Student 49 departs at booth 8,0
1,11:55,Student 62 departs at booth 20,0
1,11:56,Student 34 arrives at booth 16,1
1,11:56,Student 62 departs Art Fair,NA
1,11:56,Student 77 arrives at booth 9,1
1,11:56,Student 37 departs at booth 15,0
1,11:57,Student 9 arrives at booth 10,1
1,11:57,Student 3 departs at booth 1,0
1,11:57,Student 3 arrives at booth 2,1
1,11:58,Student 49 arrives at booth 16,1
1,11:58,Student 89 arrives Art Fair,NA
1,11:59,Student 37 departs Art Fair,NA
1,11:59,Student 3 departs at booth 2,0
1,11:59,Student 99 departs at booth 11,0
1,11:59,Student 99 arrives at booth 12,1
1,12:00,Student 3 arrives at booth 3,1
1,12:00,Student 99 departs at booth 12,0
1,12:02,Student 3 departs at booth 3,0
1,12:02,Student 77 departs at booth 9,0
1,12:03,Student 3 arrives at booth 5,1
1,12:03,Student 35 arrives Art Fair,NA
1,12:03,Student 77 arrives at booth 11,1
1,12:03,Student 89 arrives at booth 9,1
1,12:03,Student 99 arrives at booth 18,1
1,12:03,Student 9 departs at booth 10,0
1,12:04,Student 35 arrives at booth 1,1
1,12:06,Student 34 departs at booth 16,1
1,12:07,Student 9 arrives at booth 17,1
1,12:07,Student 34 arrives at booth 17,2
1,12:08,Student 82 arrives Art Fair,NA
1,12:08,Student 35 departs at booth 1,0
1,12:09,Student 35 arrives at booth 4,1
1,12:09,Student 82 arrives at booth 1,1
1,12:09,Student 89 departs at booth 9,0
1,12:09,Student 9 departs at booth 17,1
1,12:10,Student 9 arrives at booth 19,1
1,12:10,Student 59 arrives Art Fair,NA
1,12:10,Student 89 arrives at booth 12,1
1,12:11,Student 59 arrives at booth 1,1
1,12:11,Student 35 departs at booth 4,0
1,12:11,Student 77 departs at booth 11,0
1,12:11,Student 89 departs at booth 12,0
1,12:11,Student 34 departs at booth 17,0
1,12:12,Student 77 arrives at booth 13,1
1,12:12,Student 3 departs at booth 5,0
1,12:13,Student 34 departs Art Fair,NA
1,12:13,Student 35 arrives at booth 7,1
1,12:13,Student 82 departs at booth 1,1
1,12:13,Student 99 departs at booth 18,0
1,12:13,Student 82 arrives at booth 2,1
1,12:14,Student 58 arrives Art Fair,NA
1,12:15,Student 3 arrives at booth 12,1
1,12:15,Student 89 arrives at booth 19,1
1,12:15,Student 99 departs Art Fair,NA
1,12:15,Student 82 departs at booth 2,0
1,12:16,Student 3 departs at booth 12,0
1,12:16,Student 49 departs at booth 16,0
1,12:17,Student 55 arrives Art Fair,NA
1,12:17,Student 58 arrives at booth 5,1
1,12:17,Student 82 arrives at booth 5,2
1,12:17,Student 59 departs at booth 1,0
1,12:17,Student 9 departs at booth 19,1
1,12:18,Student 9 departs Art Fair,NA
1,12:18,Student 49 arrives at booth 20,1
1,12:18,Student 56 arrives Art Fair,NA
1,12:18,Student 35 departs at booth 7,0
1,12:19,Student 3 arrives at booth 17,1
1,12:19,Student 27 arrives Art Fair,NA
1,12:19,Student 56 arrives at booth 2,1
1,12:19,Student 59 arrives at booth 6,1
1,12:19,Student 78 arrives Art Fair,NA
1,12:20,Student 27 arrives at booth 2,1
1,12:20,Student 59 departs at booth 6,0
1,12:20,Student 49 departs at booth 20,0
1,12:21,Student 49 departs Art Fair,NA
1,12:21,Student 55 arrives at booth 7,1
1,12:21,Student 59 arrives at booth 7,2
1,12:21,Student 56 departs at booth 2,1
1,12:21,Student 3 departs at booth 17,0
1,12:22,Student 35 departs Art Fair,NA
1,12:22,Student 77 departs at booth 13,0
1,12:23,Student 3 departs Art Fair,NA
1,12:23,Student 78 arrives at booth 7,2
1,12:23,Student 91 arrives Art Fair,NA
1,12:23,Student 27 departs at booth 2,0
1,12:24,Student 89 departs at booth 19,0
1,12:25,Student 89 departs Art Fair,NA
1,12:25,Student 91 arrives at booth 3,1
1,12:26,Student 27 arrives at booth 8,1
1,12:26,Student 77 departs Art Fair,NA
1,12:26,Student 58 departs at booth 5,1
1,12:26,Student 55 departs at booth 7,2
1,12:27,Student 53 arrives Art Fair,NA
1,12:27,Student 55 arrives at booth 9,1
1,12:27,Student 56 arrives at booth 14,1
1,12:27,Student 91 departs at booth 3,0
1,12:28,Student 27 departs at booth 8,0
1,12:29,Student 56 departs at booth 14,0
1,12:30,Student 27 arrives at booth 12,1
1,12:30,Student 56 arrives at booth 16,1
1,12:30,Student 58 arrives at booth 14,1
1,12:30,Student 91 arrives at booth 10,1
1,12:31,Student 24 arrives Art Fair,NA
1,12:31,Student 59 departs at booth 7,1
1,12:31,Student 27 departs at booth 12,0
1,12:32,Student 53 arrives at booth 10,1
1,12:32,Student 58 departs at booth 14,0
1,12:33,Student 24 arrives at booth 3,1
1,12:33,Student 36 arrives Art Fair,NA
1,12:33,Student 66 arrives Art Fair,NA
1,12:33,Student 79 arrives Art Fair,NA
1,12:33,Student 55 departs at booth 9,0
1,12:34,Student 27 arrives at booth 5,1
1,12:34,Student 58 arrives at booth 18,1
1,12:34,Student 66 arrives at booth 2,1
1,12:35,Student 41 arrives Art Fair,NA
1,12:35,Student 24 departs at booth 3,0
1,12:35,Student 82 departs at booth 5,1
1,12:36,Student 24 arrives at booth 6,1
1,12:36,Student 41 arrives at booth 2,1
1,12:36,Student 59 arrives at booth 18,1
1,12:36,Student 66 departs at booth 2,1
1,12:36,Student 78 departs at booth 7,0
1,12:36,Student 91 departs at booth 10,1
1,12:37,Student 55 arrives at booth 18,2
1,12:37,Student 66 arrives at booth 4,1
1,12:37,Student 78 arrives at booth 9,1
1,12:37,Student 79 arrives at booth 8,1
1,12:37,Student 24 departs at booth 6,0
1,12:38,Student 24 arrives at booth 7,1
1,12:38,Student 63 arrives Art Fair,NA
1,12:38,Student 41 departs at booth 2,0
1,12:39,Student 66 departs at booth 4,0
1,12:39,Student 79 departs at booth 8,0
1,12:40,Student 36 arrives at booth 14,1
1,12:40,Student 56 departs at booth 16,0
1,12:41,Student 66 arrives at booth 8,1
1,12:41,Student 79 arrives at booth 11,1
1,12:41,Student 91 arrives at booth 20,1
1,12:42,Student 41 arrives at booth 9,1
1,12:42,Student 63 arrives at booth 8,1
1,12:42,Student 82 arrives at booth 20,1
1,12:42,Student 53 departs at booth 10,0
1,12:42,Student 36 departs at booth 14,0
1,12:43,Student 36 arrives at booth 15,1
1,12:43,Student 56 departs Art Fair,NA
1,12:43,Student 24 departs at booth 7,0
1,12:43,Student 66 departs at booth 8,1
1,12:43,Student 78 departs at booth 9,1
1,12:43,Student 91 departs at booth 20,1
1,12:43,Student 24 arrives at booth 8,1
1,12:44,Student 78 arrives at booth 12,1
1,12:44,Student 27 departs at booth 5,0
1,12:44,Student 58 departs at booth 18,2
1,12:45,Student 53 arrives at booth 15,1
1,12:45,Student 66 arrives at booth 12,1
1,12:45,Student 63 departs at booth 8,1
1,12:45,Student 78 departs at booth 12,1
1,12:45,Student 36 departs at booth 15,1
1,12:45,Student 82 departs at booth 20,0
1,12:46,Student 58 departs Art Fair,NA
1,12:46,Student 63 arrives at booth 10,1
1,12:46,Student 82 departs Art Fair,NA
1,12:46,Student 66 departs at booth 12,0
1,12:47,Student 27 departs Art Fair,NA
1,12:47,Student 31 arrives Art Fair,NA
1,12:47,Student 36 arrives at booth 20,1
1,12:47,Student 66 arrives at booth 13,1
1,12:47,Student 78 arrives at booth 16,1
1,12:47,Student 24 departs at booth 8,0
1,12:47,Student 53 departs at booth 15,0
1,12:48,Student 31 arrives at booth 1,1
1,12:49,Student 53 arrives at booth 20,1
1,12:49,Student 91 arrives at booth 7,1
1,12:49,Student 41 departs at booth 9,0
1,12:49,Student 79 departs at booth 11,0
1,12:49,Student 36 departs at booth 20,1
1,12:50,Student 36 departs Art Fair,NA
1,12:50,Student 41 arrives at booth 12,1
1,12:51,Student 24 departs Art Fair,NA
1,12:51,Student 76 arrives Art Fair,NA
1,12:51,Student 41 departs at booth 12,0
1,12:51,Student 53 departs at booth 20,0
1,12:52,Student 11 arrives Art Fair,NA
1,12:52,Student 41 arrives at booth 14,1
1,12:52,Student 53 arrives at booth 18,2
1,12:52,Student 31 departs at booth 1,0
1,12:52,Student 63 departs at booth 10,0
1,12:52,Student 31 arrives at booth 2,1
1,12:53,Student 76 arrives at booth 4,1
1,12:53,Student 79 arrives at booth 19,1
1,12:54,Student 63 arrives at booth 13,1
1,12:54,Student 31 departs at booth 2,0
1,12:54,Student 91 departs at booth 7,0
1,12:54,Student 41 departs at booth 14,0
1,12:54,Student 59 departs at booth 18,2
1,12:55,Student 11 arrives at booth 6,1
1,12:55,Student 85 arrives Art Fair,NA
1,12:55,Student 76 departs at booth 4,0
1,12:56,Student 22 arrives Art Fair,NA
1,12:56,Student 41 arrives at booth 18,2
1,12:56,Student 59 departs Art Fair,NA
1,12:56,Student 76 arrives at booth 5,1
1,12:56,Student 11 departs at booth 6,0
1,12:57,Student 22 arrives at booth 2,1
1,12:57,Student 31 arrives at booth 7,1
1,12:57,Student 66 departs at booth 13,1
1,12:57,Student 78 departs at booth 16,0
1,12:58,Student 91 departs Art Fair,NA
