student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,13:23,14:05,"[4, 6, 10, 11, 17, 20]","[4, 7, 12]"
2,14:15,13:36,"[9, 15, 17]","[6, 9, 11, 15, 17]"
3,14:23,16:14,"[1, 2, 5, 8, 17, 20]","[5, 15, 20]"
4,16:02,13:51,"[1, 8, 9, 14]","[6, 7, 18, 19]"
5,12:31,15:36,"[1, 2, 7, 11]","[1, 4, 5, 13, 16, 19]"
6,14:58,13:41,"[6, 14, 20]","[4, 8, 13, 15, 20]"
7,16:03,11:38,"[2, 5, 6, 7, 15, 16]","[1, 6, 10, 11, 17, 18]"
8,16:36,13:45,"[4, 6, 7, 12, 19]","[3, 8, 11, 12, 14, 18]"
9,15:55,11:50,"[4, 7, 16, 20]","[2, 5, 10, 16, 18, 20]"
10,11:33,16:58,"[2, 3, 10, 13, 16]","[6, 7, 14]"
11,11:12,17:22,"[5, 10, 15, 16, 17, 19]","[9, 15, 17, 18]"
12,17:26,14:07,"[7, 14, 19]","[6, 8, 20]"
13,17:29,15:25,"[6, 7, 10, 13, 20]","[4, 5, 9, 10, 20]"
14,16:22,15:52,"[6, 13, 16]","[1, 4, 5, 8, 11, 20]"
15,11:10,11:22,"[2, 5, 6, 7, 14, 20]","[3, 7, 8, 14, 15]"
16,12:12,13:18,"[1, 5, 6, 8]","[4, 10, 11, 13, 18, 19]"
17,17:17,13:05,"[3, 7, 9, 12, 17, 20]","[6, 10, 16, 18]"
18,13:25,13:39,"[7, 8, 15, 18]","[1, 3, 7, 15]"
19,16:51,16:15,"[2, 13, 14, 15, 18, 20]","[2, 9, 13, 15, 16, 20]"
20,14:17,14:29,"[1, 4, 7, 13, 18]","[1, 3, 12, 13]"
21,17:07,15:17,"[2, 9, 14, 16]","[2, 4, 5, 16]"
22,12:47,12:48,"[2, 7, 8, 12, 20]","[1, 4, 5, 7, 11, 19]"
23,16:52,17:23,"[2, 7, 9, 13, 14, 17]","[2, 7, 12, 14, 18, 19]"
24,15:32,12:05,"[1, 9, 20]","[4, 5, 8, 18]"
25,13:37,17:09,"[4, 7, 11, 17]","[8, 9, 13]"
26,15:53,13:46,"[7, 13, 14, 16, 18]","[8, 10, 14, 16]"
27,14:50,13:26,"[2, 6, 14, 15, 17]","[1, 5, 6, 8, 11]"
28,17:19,13:46,"[9, 13, 20]","[6, 11, 12]"
29,11:15,17:37,"[12, 15, 18, 19]","[3, 5, 10, 19]"
30,13:05,11:41,"[7, 10, 11, 17]","[1, 7, 8, 18, 19, 20]"
31,12:23,13:14,"[3, 4, 20]","[1, 6, 14, 17, 18]"
32,12:17,16:35,"[1, 7, 11, 14]","[5, 12, 13, 14, 16, 18]"
33,15:58,14:20,"[7, 15, 18, 19]","[1, 7, 9, 10, 16, 18]"
34,11:29,14:19,"[3, 11, 12, 16, 18, 20]","[2, 5, 7, 12, 14, 15]"
35,16:21,13:11,"[2, 6, 7, 14, 19]","[3, 7, 11]"
36,15:33,12:24,"[4, 5, 6, 10, 15, 19]","[3, 9, 12, 13, 15, 17]"
37,12:43,16:41,"[5, 7, 12, 20]","[3, 5, 10, 11]"
38,12:24,14:47,"[1, 5, 7, 8, 16, 17]","[4, 16, 18, 19, 20]"
39,11:48,13:51,"[2, 6, 13, 15]","[2, 4, 6, 8, 11]"
40,11:05,14:53,"[11, 15, 17, 18]","[2, 4, 7, 15, 17, 18]"
41,15:18,14:06,"[1, 4, 8, 13, 15, 17]","[1, 10, 11]"
42,15:56,14:58,"[4, 5, 14]","[1, 2, 3, 10]"
43,13:35,15:49,"[1, 7, 9, 14, 16]","[5, 13, 14, 17, 18, 19]"
44,13:50,11:35,"[3, 4, 5, 11, 13, 16]","[4, 11, 17, 18]"
45,15:05,17:29,"[3, 9, 11]","[5, 10, 15, 19]"
46,14:57,12:44,"[3, 6, 9, 10, 17, 20]","[1, 2, 19]"
47,14:34,11:08,"[2, 4, 11, 13, 15]","[6, 15, 17]"
48,14:11,13:51,"[5, 8, 12, 15, 19, 20]","[10, 11, 18]"
49,11:07,16:15,"[7, 14, 16, 19, 20]","[2, 7, 11, 18]"
50,16:22,11:14,"[10, 11, 13, 14, 18, 20]","[4, 10, 19]"
51,14:48,17:39,"[6, 14, 16, 18]","[4, 12, 15, 17]"
52,12:48,14:29,"[7, 11, 12]","[1, 7, 11]"
53,17:02,16:11,"[1, 5, 7, 12, 13, 16]","[13, 18, 20]"
54,15:33,16:31,"[2, 16, 19]","[2, 9, 10, 19, 20]"
55,13:33,14:43,"[1, 3, 8, 10, 13]","[1, 8, 9, 14, 16]"
56,16:19,16:46,"[2, 4, 15, 18, 19]","[2, 7, 9, 10, 15, 17]"
57,16:30,15:16,"[3, 8, 12, 14]","[6, 14, 17, 20]"
58,17:24,17:08,"[1, 7, 15, 17, 18]","[4, 6, 10, 16]"
59,13:37,17:11,"[2, 4, 6, 14, 16, 18]","[1, 7, 11, 13, 16]"
60,11:47,15:45,"[3, 14, 15, 16]","[6, 13, 14]"
61,16:06,15:22,"[1, 10, 11, 13, 14, 19]","[3, 11, 16, 19, 20]"
62,17:36,13:38,"[8, 12, 16, 19]","[2, 6, 11]"
63,12:56,15:53,"[4, 13, 15, 16, 20]","[6, 11, 16, 19]"
64,16:14,17:13,"[9, 10, 16]","[10, 14, 19]"
65,12:46,17:22,"[7, 12, 13]","[1, 2, 8, 11, 15]"
66,15:04,14:29,"[4, 6, 12, 14]","[5, 18, 20]"
67,14:59,13:50,"[1, 5, 6, 16]","[5, 8, 11, 13, 18]"
68,11:33,12:27,"[1, 2, 3, 4, 10, 18]","[2, 8, 15, 20]"
69,15:53,16:56,"[4, 12, 17, 18]","[2, 8, 11, 14, 15, 20]"
70,17:12,12:32,"[1, 2, 10, 13]","[4, 7, 10, 16, 17, 19]"
71,13:31,11:06,"[2, 17, 18]","[2, 4, 7, 20]"
72,14:46,14:55,"[1, 3, 7, 8, 12, 16]","[2, 3, 5, 9, 17, 18]"
73,13:16,11:35,"[1, 3, 8, 16]","[3, 7, 11]"
74,11:30,16:48,"[3, 7, 14, 15, 18, 20]","[7, 9, 13, 17]"
75,11:06,16:16,"[3, 10, 11, 20]","[2, 3, 5, 9, 14, 15]"
76,17:19,16:57,"[3, 6, 7, 17]","[5, 9, 12, 14, 15, 18]"
77,11:43,12:20,"[3, 8, 16, 17]","[3, 9, 14]"
