Day,Time,Event,len(Queue)
1,11:05,Student 56 arrives Art Fair,NA
1,11:06,Student 56 arrives at booth 1,1
1,11:08,Student 56 departs at booth 1,0
1,11:11,Student 56 arrives at booth 8,1
1,11:13,Student 80 arrives Art Fair,NA
1,11:16,Student 66 arrives Art Fair,NA
1,11:17,Student 66 arrives at booth 2,1
1,11:17,Student 80 arrives at booth 8,1
1,11:17,Student 56 departs at booth 8,1
1,11:18,Student 62 arrives Art Fair,NA
1,11:19,Student 56 arrives at booth 11,1
1,11:20,Student 62 arrives at booth 3,1
1,11:21,Student 73 arrives Art Fair,NA
1,11:23,Student 80 departs at booth 8,0
1,11:24,Student 73 arrives at booth 5,1
1,11:24,Student 80 arrives at booth 9,1
1,11:24,Student 85 arrives Art Fair,NA
1,11:25,Student 85 arrives at booth 2,1
1,11:25,Student 66 departs at booth 2,1
1,11:26,Student 73 departs at booth 5,0
1,11:26,Student 73 arrives at booth 6,1
1,11:28,Student 66 arrives at booth 7,1
1,11:29,Student 56 departs at booth 11,0
1,11:29,Student 56 arrives at booth 12,1
1,11:30,Student 62 departs at booth 3,0
1,11:30,Student 62 arrives at booth 4,1
1,11:31,Student 80 departs at booth 9,0
1,11:32,Student 80 arrives at booth 11,1
1,11:32,Student 62 departs at booth 4,0
1,11:33,Student 62 arrives at booth 5,1
1,11:33,Student 85 departs at booth 2,0
1,11:33,Student 56 departs at booth 12,0
1,11:34,Student 56 arrives at booth 14,1
1,11:35,Student 85 arrives at booth 6,1
1,11:35,Student 62 departs at booth 5,0
1,11:35,Student 73 departs at booth 6,1
1,11:35,Student 66 departs at booth 7,0
1,11:35,Student 56 departs at booth 14,0
1,11:36,Student 56 arrives at booth 16,1
1,11:36,Student 62 arrives at booth 8,1
1,11:36,Student 73 arrives at booth 8,2
1,11:37,Student 66 arrives at booth 12,1
1,11:37,Student 56 departs at booth 16,0
1,11:39,Student 71 arrives Art Fair,NA
1,11:40,Student 56 departs Art Fair,NA
1,11:40,Student 71 arrives at booth 1,1
1,11:41,Student 66 departs at booth 12,0
1,11:42,Student 71 departs at booth 1,0
1,11:42,Student 62 departs at booth 8,1
1,11:42,Student 80 departs at booth 11,0
1,11:42,Student 71 arrives at booth 2,1
1,11:43,Student 32 arrives Art Fair,NA
1,11:43,Student 80 arrives at booth 13,1
1,11:44,Student 48 arrives Art Fair,NA
1,11:44,Student 62 arrives at booth 12,1
1,11:44,Student 66 arrives at booth 17,1
1,11:44,Student 85 departs at booth 6,0
1,11:44,Student 80 departs at booth 13,0
1,11:45,Student 48 arrives at booth 2,1
1,11:45,Student 85 arrives at booth 8,1
1,11:46,Student 32 arrives at booth 5,1
1,11:46,Student 80 arrives at booth 17,1
1,11:48,Student 32 departs at booth 5,0
1,11:48,Student 73 departs at booth 8,1
1,11:48,Student 62 departs at booth 12,0
1,11:50,Student 32 arrives at booth 9,1
1,11:50,Student 62 arrives at booth 15,1
1,11:50,Student 73 arrives at booth 12,1
1,11:50,Student 71 departs at booth 2,1
1,11:51,Student 66 departs at booth 17,1
1,11:52,Student 66 arrives at booth 20,1
1,11:52,Student 62 departs at booth 15,0
1,11:53,Student 71 arrives at booth 8,1
1,11:54,Student 85 departs at booth 8,1
1,11:54,Student 73 departs at booth 12,0
1,11:55,Student 62 departs Art Fair,NA
1,11:56,Student 85 arrives at booth 12,1
1,11:57,Student 32 departs at booth 9,0
1,11:58,Student 48 departs at booth 2,0
1,11:58,Student 80 departs at booth 17,0
1,11:58,Student 80 arrives at booth 18,1
1,11:59,Student 73 departs Art Fair,NA
1,11:59,Student 80 departs at booth 18,0
1,12:00,Student 48 arrives at booth 6,1
1,12:00,Student 71 departs at booth 8,0
1,12:00,Student 85 departs at booth 12,0
1,12:01,Student 32 arrives at booth 18,1
1,12:01,Student 59 arrives Art Fair,NA
1,12:01,Student 80 departs Art Fair,NA
1,12:01,Student 85 arrives at booth 14,1
1,12:01,Student 66 departs at booth 20,0
1,12:02,Student 66 departs Art Fair,NA
1,12:02,Student 85 departs at booth 14,0
1,12:02,Student 32 departs at booth 18,0
1,12:03,Student 71 arrives at booth 13,1
1,12:04,Student 32 departs Art Fair,NA
1,12:04,Student 59 arrives at booth 6,1
1,12:04,Student 85 arrives at booth 17,1
1,12:04,Student 71 departs at booth 13,0
1,12:06,Student 28 arrives Art Fair,NA
1,12:07,Student 28 arrives at booth 1,1
1,12:08,Student 71 departs Art Fair,NA
1,12:09,Student 21 arrives Art Fair,NA
1,12:09,Student 28 departs at booth 1,0
1,12:09,Student 48 departs at booth 6,1
1,12:11,Student 21 arrives at booth 3,1
1,12:11,Student 40 arrives Art Fair,NA
1,12:11,Student 47 arrives Art Fair,NA
