student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,15:41,12:17,"[4, 10, 15]","[5, 11, 15]"
2,15:20,12:25,"[4, 5, 7, 20]","[8, 13, 14]"
3,13:56,15:58,"[3, 9, 11, 13, 17]","[2, 3, 4, 13, 15, 16]"
4,16:58,17:16,"[5, 10, 12]","[1, 4, 9, 15, 16]"
5,13:11,13:01,"[3, 5, 8, 12, 18]","[2, 3, 13, 17, 20]"
6,12:47,12:25,"[2, 5, 10, 12, 20]","[4, 5, 7, 18, 19]"
7,17:09,15:33,"[3, 4, 10, 13]","[5, 9, 14, 16, 18]"
8,12:44,15:28,"[4, 5, 9, 12, 17, 20]","[3, 4, 6, 19]"
9,14:32,16:27,"[2, 3, 4, 7, 9, 15]","[2, 3, 5, 9, 14, 19]"
10,15:30,14:38,"[3, 7, 10, 15]","[5, 9, 11, 12, 13, 17]"
11,14:08,15:43,"[2, 4, 12, 17, 19]","[1, 2, 18]"
12,15:49,13:09,"[8, 11, 14]","[8, 14, 16]"
13,16:06,13:09,"[3, 9, 11, 13, 19, 20]","[1, 5, 7, 17, 19, 20]"
14,14:47,15:05,"[2, 16, 18]","[1, 5, 15, 17]"
15,15:26,14:15,"[12, 13, 14, 16, 20]","[5, 8, 9, 10, 20]"
16,11:05,14:08,"[6, 10, 12, 15, 18]","[8, 10, 15, 17]"
17,13:08,15:03,"[2, 17, 18]","[5, 12, 15]"
18,16:53,12:57,"[5, 8, 11]","[3, 4, 10, 11, 13, 19]"
19,14:54,14:38,"[1, 2, 5, 6, 15, 20]","[3, 4, 7, 16, 17, 18]"
20,15:27,17:02,"[1, 9, 10, 14, 15]","[4, 10, 12, 14, 15]"
21,14:37,12:18,"[1, 10, 11]","[2, 6, 16, 17, 19]"
22,16:22,14:34,"[4, 6, 8, 11, 14]","[5, 7, 8, 10, 17, 19]"
23,16:23,17:09,"[6, 13, 19]","[4, 7, 11, 13, 15, 16]"
24,17:27,16:39,"[5, 11, 18]","[2, 13, 14, 17, 19, 20]"
25,15:57,17:12,"[1, 9, 10, 12, 13, 14]","[7, 8, 17]"
26,11:30,14:01,"[2, 11, 15, 16, 17, 18]","[4, 6, 9, 14, 19]"
27,11:14,11:41,"[7, 12, 13, 16, 17]","[3, 8, 9, 10, 11]"
28,15:03,15:08,"[8, 9, 10, 13, 16, 19]","[2, 4, 6, 7, 13, 16]"
29,13:20,11:58,"[1, 2, 4, 7, 8, 18]","[1, 4, 5, 14, 16]"
