student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,14:20,14:33,"[9, 13, 14, 18]","[1, 12, 13, 18]"
2,14:20,16:40,"[2, 8, 13, 18, 20]","[6, 8, 13, 17]"
3,12:12,15:31,"[1, 5, 19]","[5, 6, 15, 20]"
4,12:29,12:14,"[6, 7, 8, 9, 12, 19]","[1, 3, 4, 9, 11]"
5,17:34,16:09,"[1, 5, 10, 12, 17]","[1, 4, 11, 16, 19, 20]"
6,12:56,12:12,"[8, 16, 18]","[2, 7, 9, 12, 15, 17]"
7,12:23,14:22,"[1, 11, 12, 16, 17]","[2, 4, 7, 13]"
8,13:56,14:14,"[1, 4, 6]","[1, 2, 9, 12, 16, 20]"
9,15:45,16:24,"[3, 11, 18]","[5, 6, 14, 15, 16]"
10,15:23,15:53,"[7, 13, 14]","[3, 4, 5, 9, 13, 17]"
11,16:19,14:57,"[10, 11, 15, 18]","[6, 7, 11, 18, 19]"
12,14:12,17:36,"[4, 9, 14, 18, 19]","[1, 10, 12, 13, 14]"
13,11:15,11:56,"[1, 3, 7, 8, 12]","[9, 11, 18]"
14,12:24,12:39,"[6, 10, 12, 20]","[4, 5, 7]"
15,11:25,11:07,"[4, 6, 9, 15]","[1, 4, 6, 16]"
16,17:06,14:07,"[2, 4, 7, 9, 20]","[3, 6, 11]"
17,12:38,15:36,"[8, 11, 13, 14]","[3, 13, 15, 18]"
18,13:03,16:22,"[1, 3, 14, 16, 19, 20]","[1, 5, 7, 11, 15]"
19,11:59,14:45,"[9, 10, 11, 14, 19, 20]","[5, 8, 15, 18]"
20,13:26,15:48,"[1, 4, 6, 10, 12, 18]","[8, 9, 13, 15, 17, 19]"
21,13:10,15:06,"[3, 12, 13]","[6, 8, 16]"
22,16:15,16:32,"[4, 6, 9, 10, 11, 16]","[6, 9, 10]"
23,14:43,11:31,"[1, 3, 4, 5, 13, 14]","[2, 8, 13, 14]"
24,12:24,15:31,"[4, 5, 10, 11]","[2, 4, 8, 14, 17, 19]"
25,17:38,13:05,"[5, 6, 12, 19]","[4, 9, 17, 19, 20]"
26,13:22,15:00,"[1, 3, 4]","[2, 3, 6, 13, 15]"
27,17:38,13:50,"[7, 12, 20]","[1, 3, 6, 10, 12, 20]"
28,16:10,11:58,"[4, 7, 10, 12]","[3, 8, 12, 17]"
29,12:21,12:47,"[6, 13, 20]","[5, 10, 12, 14]"
30,11:47,13:54,"[4, 9, 18]","[1, 5, 14, 16, 18]"
31,13:18,17:16,"[2, 3, 6]","[4, 19, 20]"
32,12:18,12:26,"[5, 9, 14, 15]","[1, 2, 4, 8]"
33,11:18,14:30,"[10, 15, 18]","[10, 15, 18]"
34,12:50,13:08,"[2, 4, 7, 11, 12, 16]","[4, 5, 8, 15]"
35,13:13,17:18,"[4, 7, 10, 13, 18, 20]","[3, 5, 6, 9, 12, 13]"
36,13:37,15:26,"[2, 12, 13, 16]","[3, 4, 7, 10, 11, 12]"
37,11:26,17:36,"[7, 10, 15, 20]","[3, 10, 11, 16, 19]"
38,11:29,16:14,"[4, 9, 15, 19]","[4, 6, 17]"
39,14:04,14:21,"[2, 3, 7, 14, 15]","[8, 11, 16]"
40,13:18,12:34,"[1, 2, 13, 18]","[3, 13, 14]"
41,12:04,15:50,"[3, 4, 6, 11, 16]","[5, 7, 9, 10, 11, 20]"
42,14:28,12:55,"[6, 7, 9, 15, 19]","[4, 5, 10, 18]"
43,16:01,13:20,"[7, 10, 13]","[15, 17, 18]"
