student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,17:21,15:12,"[4, 7, 11, 20]","[7, 8, 12, 15]"
2,16:03,13:29,"[8, 13, 18, 19, 20]","[14, 15, 19, 20]"
3,11:04,16:47,"[1, 3, 4, 14, 18]","[8, 15, 16, 20]"
4,16:30,15:56,"[4, 5, 8, 12, 14]","[1, 5, 6, 13, 19]"
5,14:53,16:47,"[2, 8, 17, 18]","[2, 6, 11, 15]"
6,15:44,14:22,"[4, 9, 14]","[6, 8, 9, 12, 14, 18]"
7,11:14,15:41,"[4, 5, 6, 15, 16]","[2, 9, 11]"
8,13:19,14:06,"[1, 6, 7, 12, 13, 18]","[5, 6, 10, 12, 18, 20]"
9,11:46,11:55,"[2, 6, 9, 13, 18]","[3, 5, 17, 18, 19]"
10,11:24,16:57,"[8, 9, 17, 19, 20]","[8, 11, 14, 15, 16, 20]"
11,13:35,16:28,"[8, 10, 12, 16, 17]","[5, 9, 15, 16]"
12,17:10,11:02,"[6, 7, 16]","[3, 7, 8, 11, 20]"
13,15:17,12:05,"[4, 7, 11, 19]","[1, 2, 5, 20]"
14,13:25,16:16,"[1, 2, 3, 14, 19]","[3, 6, 9, 13, 16, 18]"
15,11:09,16:44,"[1, 3, 6, 19]","[1, 2, 5, 7, 9, 13]"
16,13:59,15:53,"[5, 6, 10, 11]","[3, 4, 10]"
17,15:35,15:27,"[3, 4, 6, 8, 10, 11]","[2, 5, 15, 17]"
18,16:41,12:12,"[4, 6, 8, 9, 16]","[3, 12, 13, 15]"
19,16:35,14:21,"[1, 3, 7, 16, 19, 20]","[8, 13, 14, 19, 20]"
20,15:27,16:22,"[5, 14, 16, 17, 18]","[7, 8, 9, 11, 12, 13]"
21,16:41,13:05,"[9, 12, 13, 16]","[13, 14, 20]"
22,11:03,15:46,"[5, 7, 9, 18, 19]","[1, 4, 8, 11, 16, 20]"
23,13:54,16:51,"[3, 6, 16]","[3, 4, 6, 7, 8, 20]"
24,17:22,16:37,"[1, 4, 5, 8, 9, 10]","[2, 9, 10, 17]"
25,14:47,15:09,"[1, 9, 10]","[1, 5, 15, 19]"
26,17:15,13:30,"[4, 9, 12, 13]","[8, 12, 14, 16, 18]"
27,14:25,14:55,"[5, 10, 13]","[3, 6, 7, 11, 18, 20]"
