student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,14:37,15:36,"[1, 2, 10, 11]","[1, 3, 6, 17]"
2,16:07,15:49,"[8, 9, 14]","[3, 9, 12, 14, 18, 19]"
3,12:13,16:55,"[12, 13, 16]","[4, 6, 8, 13, 17]"
4,13:30,15:49,"[6, 7, 10, 16, 17, 19]","[1, 6, 11, 18, 20]"
5,13:07,13:09,"[5, 7, 13, 16]","[7, 9, 12, 14, 16, 20]"
6,12:22,17:21,"[2, 8, 17]","[10, 15, 17]"
7,11:35,16:14,"[3, 8, 10, 15]","[3, 6, 7, 8, 12, 19]"
8,15:38,11:05,"[1, 12, 13, 14, 18, 20]","[3, 6, 9, 16, 18, 19]"
9,16:25,11:05,"[4, 5, 7, 8, 12, 15]","[3, 5, 6, 16, 18]"
10,12:40,16:11,"[1, 2, 9, 10, 18]","[2, 3, 4, 10, 13, 16]"
11,16:40,14:14,"[6, 9, 10, 13, 14]","[5, 7, 10, 11, 14, 15]"
12,15:02,17:12,"[4, 5, 6, 15]","[2, 10, 15, 18, 19]"
13,15:25,17:35,"[2, 3, 6, 13]","[4, 8, 11, 12, 16]"
14,12:33,11:50,"[4, 5, 10, 12, 14, 15]","[3, 6, 13, 14, 17, 20]"
15,14:07,17:06,"[1, 6, 12, 17, 19, 20]","[3, 4, 5, 9, 17, 20]"
16,12:11,14:18,"[4, 15, 16, 18]","[1, 14, 17, 19]"
17,11:48,16:30,"[3, 4, 6, 13, 14, 19]","[8, 14, 16, 19]"
18,14:59,12:07,"[1, 6, 8, 9, 13, 15]","[3, 5, 12, 14, 17]"
19,11:09,13:32,"[1, 14, 19]","[1, 5, 6, 11, 17, 20]"
20,11:52,16:00,"[3, 4, 7, 13, 16, 17]","[1, 3, 5, 6, 8, 10]"
21,13:23,15:40,"[9, 10, 11, 13, 17]","[1, 10, 13, 14, 16]"
22,16:02,14:02,"[3, 5, 13, 15]","[1, 2, 11, 18, 20]"
23,16:52,15:23,"[5, 6, 7, 11, 15, 20]","[3, 5, 18, 19, 20]"
24,13:27,12:08,"[4, 7, 11, 13, 14]","[6, 11, 13]"
25,15:18,16:06,"[4, 9, 14, 15, 18]","[4, 9, 10, 12, 17]"
26,12:19,13:39,"[2, 12, 19]","[3, 7, 11, 12, 16, 19]"
27,14:23,11:27,"[4, 10, 12, 17]","[2, 8, 12, 15]"
28,13:19,13:09,"[2, 4, 6, 8, 14, 16]","[4, 5, 15, 16, 17, 20]"
29,15:35,16:52,"[1, 2, 8, 9, 10, 12]","[1, 7, 19]"
30,16:38,12:34,"[4, 10, 12, 13]","[3, 10, 13, 16]"
31,14:15,14:35,"[1, 8, 9, 16, 20]","[4, 5, 8, 9, 17, 20]"
32,12:39,11:20,"[1, 4, 6, 13, 16, 19]","[4, 6, 9, 11, 12, 20]"
33,16:45,11:21,"[1, 2, 5, 8, 17, 19]","[1, 11, 18]"
34,16:53,11:04,"[5, 6, 7, 14, 15]","[4, 5, 16]"
35,14:44,16:43,"[1, 7, 16]","[1, 3, 9, 12, 15, 17]"
36,13:11,15:54,"[9, 16, 20]","[3, 7, 8, 11, 12, 15]"
37,13:51,16:54,"[6, 11, 12, 19]","[4, 8, 18, 19]"
38,11:57,17:38,"[1, 7, 9, 14, 17]","[3, 12, 14, 15, 20]"
39,14:06,14:38,"[6, 17, 18]","[8, 10, 14]"
40,14:37,12:58,"[9, 16, 17, 18]","[5, 7, 12, 16, 18]"
41,17:23,16:11,"[1, 2, 13]","[4, 6, 8, 18, 19]"
42,15:21,11:17,"[4, 12, 13, 15, 16]","[2, 3, 8, 15]"
43,14:31,13:32,"[9, 14, 17]","[8, 11, 17]"
44,15:09,15:13,"[5, 8, 10, 17, 19, 20]","[8, 14, 16, 17, 20]"
45,14:00,14:09,"[1, 13, 14, 15, 20]","[2, 5, 7, 12, 14, 16]"
46,11:58,12:43,"[3, 10, 11, 13, 16, 17]","[1, 11, 17]"
47,13:52,13:21,"[2, 6, 7]","[13, 14, 15, 19, 20]"
48,17:34,17:11,"[2, 3, 18]","[8, 14, 19]"
49,13:48,11:42,"[5, 10, 11]","[3, 8, 9, 17, 18]"
50,15:29,15:45,"[6, 8, 17]","[3, 4, 8, 10, 19]"
51,15:12,14:22,"[3, 4, 12, 13]","[7, 9, 10, 13]"
52,15:07,17:27,"[2, 3, 5, 11, 16, 19]","[8, 14, 15]"
53,14:40,11:21,"[1, 2, 4, 5, 7, 15]","[1, 2, 7, 8, 12, 14]"
54,15:00,11:09,"[3, 6, 12, 14]","[1, 4, 8, 11, 12, 16]"
55,13:49,12:41,"[2, 10, 14, 18, 19]","[8, 14, 19]"
56,16:08,11:50,"[7, 9, 11, 12, 13, 14]","[1, 9, 15, 19]"
57,14:32,14:10,"[4, 8, 11, 18]","[2, 9, 13, 14]"
58,11:28,17:32,"[3, 4, 7, 12]","[1, 3, 6, 10, 20]"
59,15:05,17:35,"[4, 7, 13, 18]","[3, 4, 9, 14, 20]"
60,15:32,11:54,"[7, 13, 18]","[10, 12, 18]"
61,11:17,15:31,"[5, 6, 8, 17, 19]","[2, 3, 10, 11, 16, 19]"
62,13:11,13:07,"[9, 15, 18]","[4, 10, 15]"
63,13:04,14:37,"[2, 17, 19]","[1, 2, 7, 12, 14, 20]"
64,11:41,11:11,"[11, 13, 20]","[3, 8, 14]"
65,12:37,16:21,"[3, 4, 7, 13, 16, 19]","[7, 9, 10, 12, 16, 20]"
66,14:15,11:24,"[6, 7, 11, 13, 15, 20]","[2, 4, 8, 12]"
67,13:50,13:26,"[10, 15, 17, 18, 20]","[1, 6, 10, 11]"
68,15:47,12:41,"[9, 12, 20]","[2, 3, 14, 15, 17, 20]"
69,13:35,15:14,"[4, 12, 13, 14]","[7, 10, 12, 18, 19]"
70,15:20,16:35,"[1, 3, 5, 13, 16]","[6, 18, 20]"
71,16:21,12:24,"[3, 7, 15, 18, 19]","[7, 11, 18]"
72,14:44,11:28,"[3, 13, 18, 19, 20]","[5, 6, 15]"
73,11:27,12:42,"[1, 7, 15, 16, 17]","[5, 8, 18, 19]"
74,16:40,15:39,"[3, 11, 14, 15, 16, 17]","[1, 7, 9, 13, 16]"
75,16:12,12:11,"[1, 8, 14]","[3, 12, 13, 15, 16, 18]"
