student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,16:19,15:28,"[14, 17, 19]","[9, 18, 19]"
2,15:41,17:02,"[4, 6, 16, 17, 19]","[1, 2, 3, 11, 19]"
3,15:27,12:50,"[4, 6, 14, 16, 19, 20]","[3, 5, 15]"
4,13:19,14:18,"[2, 6, 9, 12, 14]","[5, 6, 8, 16, 20]"
5,11:22,13:29,"[1, 4, 10, 13, 19]","[2, 12, 17]"
6,11:04,17:09,"[5, 10, 13, 20]","[3, 11, 16]"
7,15:23,15:37,"[5, 10, 11, 12, 16]","[8, 16, 18]"
8,12:56,11:33,"[1, 2, 6, 7, 11]","[3, 5, 12, 18, 20]"
9,17:07,17:14,"[3, 4, 6, 16, 17]","[4, 11, 18]"
10,13:47,13:12,"[1, 4, 17]","[7, 13, 14, 18]"
11,17:36,14:51,"[8, 12, 15]","[10, 14, 18]"
12,15:02,17:10,"[6, 7, 13, 14, 18, 20]","[3, 6, 15, 18, 19]"
13,12:32,16:24,"[6, 11, 19]","[7, 13, 17]"
14,14:33,13:19,"[1, 2, 3, 10, 13]","[5, 7, 11, 15, 18, 20]"
15,17:36,17:12,"[3, 6, 7, 11, 14]","[2, 4, 10, 12, 13, 17]"
16,12:41,16:37,"[1, 10, 14, 17, 18, 20]","[12, 18, 19]"
17,14:06,13:10,"[8, 9, 11]","[1, 5, 7, 10, 11, 19]"
18,14:12,14:12,"[7, 10, 14, 20]","[7, 9, 14, 15]"
19,14:34,16:02,"[1, 3, 4, 9]","[4, 8, 11, 16]"
20,11:36,16:57,"[7, 9, 15, 16]","[2, 4, 12, 14, 19, 20]"
21,14:27,12:41,"[2, 3, 9, 10, 14]","[1, 2, 8, 16, 20]"
22,15:06,12:39,"[3, 6, 12]","[1, 7, 12, 15, 20]"
23,12:36,15:45,"[2, 6, 8, 9, 19]","[1, 2, 3, 10, 13, 19]"
24,13:11,16:29,"[1, 3, 5, 15, 17]","[6, 7, 16]"
25,13:11,15:41,"[1, 4, 7, 14, 18]","[2, 11, 13, 16, 18, 20]"
26,14:16,15:58,"[5, 8, 13, 15, 17, 19]","[1, 6, 13, 14, 15, 19]"
27,14:07,16:43,"[6, 9, 18]","[2, 8, 13, 17]"
