student_id,arrival_time_day_1,arrival_time_day_2,preference_day_1,preference_day_2
1,15:59,17:21,"[1, 4, 5, 8, 9]","[3, 4, 18]"
2,13:09,17:22,"[1, 2, 14, 19]","[3, 7, 8, 17]"
3,16:53,13:39,"[1, 7, 8, 14, 18, 20]","[1, 6, 9, 14, 15, 19]"
4,16:23,13:13,"[3, 4, 5, 7, 9, 11]","[4, 12, 13]"
5,11:33,14:52,"[2, 9, 12, 20]","[4, 13, 15, 18]"
6,15:27,15:47,"[3, 10, 12, 18, 19, 20]","[2, 3, 7]"
7,16:25,15:33,"[3, 8, 10]","[4, 8, 9, 12, 13, 15]"
8,14:28,17:12,"[3, 6, 7, 9, 12, 20]","[6, 8, 9, 13, 15, 18]"
9,12:58,15:34,"[2, 8, 11, 13, 18]","[3, 7, 9, 19]"
10,12:42,15:01,"[7, 11, 13, 15, 16]","[5, 8, 9, 18, 19]"
11,13:37,12:49,"[12, 13, 14, 19]","[2, 3, 5, 8, 16, 17]"
12,14:51,15:02,"[4, 5, 6, 14, 20]","[3, 13, 15, 17, 20]"
13,16:07,14:43,"[1, 4, 9, 11, 18]","[4, 10, 14]"
14,15:11,13:47,"[1, 4, 6, 9, 15, 17]","[7, 10, 17, 20]"
15,17:00,12:44,"[5, 6, 12, 18]","[1, 4, 11, 16, 17, 20]"
16,17:06,16:49,"[2, 8, 10, 12]","[3, 5, 8, 16, 18, 19]"
17,15:31,13:23,"[5, 6, 9, 16, 17, 18]","[7, 14, 20]"
18,11:01,15:47,"[7, 10, 18]","[12, 13, 15]"
19,13:47,11:51,"[3, 4, 8, 15, 17]","[1, 3, 8, 11, 18, 19]"
20,12:25,16:12,"[2, 3, 8, 11]","[3, 8, 9, 16, 17]"
21,15:21,12:52,"[5, 7, 8, 16, 18, 19]","[4, 7, 12, 14, 16]"
22,15:18,14:36,"[2, 4, 11, 13, 14, 15]","[4, 7, 8]"
23,16:02,15:47,"[5, 7, 14, 15, 18]","[6, 8, 9, 15]"
24,12:10,11:51,"[2, 3, 4, 15, 18]","[1, 3, 8, 18]"
25,16:43,15:48,"[6, 7, 14, 16]","[1, 2, 6, 9, 13, 15]"
26,14:10,11:40,"[10, 14, 18]","[5, 7, 16]"
27,13:39,13:03,"[2, 7, 10]","[2, 18, 19]"
28,15:47,15:49,"[2, 11, 16, 19]","[2, 6, 17]"
29,16:37,13:15,"[3, 6, 8, 13, 17, 20]","[2, 3, 4, 8, 19, 20]"
30,11:23,13:08,"[7, 9, 11, 14, 17, 19]","[5, 8, 9, 11, 13]"
31,11:55,11:36,"[1, 3, 10, 11, 15]","[3, 4, 15, 19, 20]"
